"red_sig_str_rnd_1","red_tot_str_rnd_1","red_tot_str_attempt_rnd_1","red_ctrl_time_rnd_1","red_sig_str_rnd_2","red_tot_str_rnd_2","red_tot_str_attempt_rnd_2","red_ctrl_time_rnd_2","red_sig_str_rnd_3","red_tot_str_rnd_3","red_tot_str_attempt_rnd_3","red_ctrl_time_rnd_3","red_sig_str_head_rnd_1","red_sig_str_head_rnd_2","red_sig_str_head_rnd_3"
5,8,22,23,14,15,34,61,15,16,30,12,4,6,13
4,10,14,228,17,25,40,203,5,5,17,117,1,7,1
17,25,53,146,21,48,74,245,10,31,42,254,10,8,8
14,19,36,131,10,21,44,122,0,5,8,4,7,6,0
10,11,54,0,15,15,48,6,16,27,52,5,8,10,11
13,21,48,2,16,26,52,85,7,27,49,181,9,8,5
35,35,72,29,30,34,62,0,22,26,37,274,17,8,15
16,52,70,264,29,65,92,221,15,64,78,151,16,24,8
21,23,71,16,19,23,70,88,7,21,51,159,10,17,4
6,6,23,30,18,33,63,59,31,34,78,18,3,10,25
15,31,62,78,13,35,70,194,14,33,51,225,13,12,12
12,14,37,6,13,19,43,0,7,32,60,92,7,6,2
5,8,38,193,3,8,23,179,4,5,17,62,4,3,4
20,26,62,67,29,38,93,69,45,46,126,9,15,17,28
15,26,41,210,5,14,23,189,1,15,19,283,13,4,1
8,51,74,152,21,28,76,75,26,30,73,31,4,14,19
6,37,47,212,20,26,53,109,28,28,57,29,3,13,7
28,30,60,66,15,24,43,110,12,28,61,162,16,14,9
15,34,49,115,17,33,45,218,17,47,61,265,11,11,14
3,4,18,0,13,19,28,133,11,13,30,66,3,12,8
12,12,36,0,5,5,27,0,9,9,37,0,8,5,7
11,15,25,18,7,46,54,200,18,39,55,63,4,5,6
19,22,62,37,10,28,55,34,41,41,114,0,10,6,28
12,17,33,118,12,22,39,109,10,14,31,133,5,9,7
35,45,61,130,39,41,74,144,60,61,101,54,12,12,29
9,22,35,85,9,25,38,213,10,24,37,196,4,5,2
10,13,15,262,7,14,25,137,22,32,57,140,2,3,14
21,34,44,119,19,41,59,160,15,32,62,80,3,9,9
12,64,87,249,49,102,140,279,19,73,103,275,8,37,14
7,14,53,81,9,9,32,100,6,12,50,95,6,9,6
28,42,90,143,15,15,58,0,9,17,44,122,27,10,9
33,46,97,123,28,31,119,39,30,67,121,149,7,15,16
7,48,66,216,9,16,33,74,9,12,50,39,4,3,1
21,33,57,30,22,38,67,16,24,53,73,152,12,9,14
11,17,47,0,8,12,38,17,10,24,56,7,9,7,8
13,30,44,121,25,46,82,159,6,24,41,122,10,22,6
19,26,63,58,18,21,68,27,15,38,70,173,7,6,8
9,9,25,13,10,12,45,0,4,22,30,181,7,9,3
7,29,48,40,7,52,70,45,13,87,104,153,4,6,11
14,14,37,0,11,54,87,282,28,56,101,199,6,7,24
16,16,52,0,11,14,56,5,17,20,76,1,6,1,9
14,28,42,185,10,23,28,252,8,16,23,182,6,8,6
12,45,52,234,9,40,50,251,6,37,50,222,0,1,0
14,27,63,35,7,58,85,121,6,48,67,179,10,5,6
24,26,51,58,14,18,36,53,24,29,59,75,3,4,9
15,44,58,238,6,27,32,246,0,16,21,200,12,5,0
20,21,39,34,13,21,38,108,20,33,50,106,7,9,18
18,25,74,35,23,25,60,1,17,20,41,25,18,18,16
20,36,55,96,18,41,78,153,12,77,103,219,7,11,10
12,13,21,235,16,34,47,274,10,23,34,164,5,12,6
7,34,46,265,8,34,51,227,6,37,51,246,5,8,4
6,14,19,157,4,19,26,169,9,25,33,181,1,1,3
6,6,28,1,12,13,32,23,6,6,24,9,5,7,6
12,39,48,205,11,65,79,287,24,78,95,234,5,10,14
4,31,40,218,4,32,36,264,7,64,75,259,2,1,6
24,24,63,16,11,23,47,160,20,23,63,15,21,10,19
2,2,2,143,14,31,41,247,4,26,39,199,1,13,4
13,34,50,256,12,39,65,210,12,25,42,162,7,9,8
5,32,36,224,11,26,39,211,13,24,42,190,5,11,9
40,41,82,66,17,27,43,0,11,12,31,0,36,16,11
16,17,60,14,41,43,86,0,44,48,108,0,10,21,34
19,28,46,56,24,33,48,84,31,47,70,87,8,9,20
6,24,37,233,12,16,22,243,9,9,12,161,3,1,1
5,7,26,9,6,7,18,1,2,5,12,0,1,2,1
33,33,58,5,15,15,42,0,18,18,62,1,21,7,8
10,21,36,39,23,23,66,1,19,23,65,38,6,13,13
8,50,66,269,12,94,105,254,9,117,149,257,8,7,8
23,25,36,80,21,28,35,68,18,24,29,38,2,3,7
8,14,20,38,13,29,52,128,7,30,37,100,3,8,3
11,25,40,116,24,26,49,21,11,29,47,136,4,7,5
4,20,29,136,8,18,33,126,20,52,72,212,3,7,17
13,29,37,175,10,49,81,174,8,24,41,61,1,3,5
10,20,37,124,21,43,47,220,3,16,22,151,3,8,3
20,47,57,283,7,41,51,273,9,45,58,276,17,4,5
27,29,63,45,33,33,72,0,14,14,58,0,13,23,8
31,32,107,0,11,64,102,0,20,37,93,0,24,7,16
23,27,86,54,31,35,89,55,8,25,44,52,13,13,5
31,31,80,13,20,20,61,0,36,36,82,0,25,13,28
13,30,46,109,11,29,48,171,7,44,47,200,10,10,5
32,69,82,285,16,60,64,253,23,60,64,177,16,5,4
19,30,54,37,6,31,42,78,9,37,53,88,14,5,5
10,10,46,0,17,17,53,0,17,18,66,0,6,8,9
5,12,21,78,13,20,43,148,8,20,27,242,2,11,7
5,20,31,187,10,45,54,239,9,22,37,180,4,7,6
20,34,70,68,20,24,71,60,29,43,104,43,12,12,16
4,20,27,195,2,11,14,208,1,15,24,204,2,2,1
13,16,29,107,17,40,49,261,11,23,29,133,7,15,10
4,14,21,141,14,31,38,168,11,16,26,115,0,6,7
15,25,46,64,21,27,59,53,20,28,71,57,8,18,18
12,24,38,3,14,18,42,11,11,17,35,111,6,10,9
6,9,52,36,18,53,66,248,10,45,65,194,5,6,5
36,36,66,1,31,31,53,45,24,24,74,0,29,26,20
43,70,123,101,9,80,107,214,19,42,97,68,25,7,11
15,35,59,111,13,73,81,281,20,168,181,279,2,12,4
20,26,34,78,18,25,28,95,7,19,27,76,10,10,4
24,39,62,154,15,20,31,208,10,16,34,168,13,2,0
17,35,48,213,10,91,121,246,13,48,63,149,4,7,4
9,51,69,240,3,4,9,59,15,15,37,9,9,3,12
6,16,25,51,6,30,39,82,9,34,42,228,1,3,9
12,36,54,158,6,18,43,97,7,7,25,59,12,6,7
6,9,29,235,7,12,26,281,11,17,35,137,6,6,10
18,21,40,105,11,14,34,147,7,8,22,54,9,5,4
8,49,65,267,6,36,53,157,4,39,50,239,8,6,3
17,22,45,2,18,26,59,4,24,25,76,0,8,11,10
11,29,35,168,13,16,28,186,15,32,54,182,10,9,13
33,33,107,3,24,29,85,19,22,22,109,0,22,11,15
13,17,29,225,12,45,51,182,2,19,24,153,8,1,0
8,37,46,276,6,33,36,261,0,0,0,145,8,6,0
2,36,44,257,7,19,33,170,1,14,18,51,2,7,1
22,39,78,139,29,52,84,221,10,19,31,278,17,23,10
6,34,49,249,13,25,35,154,11,41,55,189,5,3,7
13,42,53,177,12,29,55,92,15,43,55,125,5,10,14
33,33,67,0,32,42,89,66,33,58,105,81,16,24,23
22,26,56,3,18,21,50,1,40,40,82,13,10,9,24
13,28,55,85,5,13,28,229,4,25,28,267,10,4,3
23,27,57,133,33,37,92,18,36,39,115,0,16,27,23
17,34,44,203,6,24,26,131,8,84,95,293,14,5,7
18,18,45,0,23,23,45,0,19,24,37,2,5,8,11
3,14,16,6,30,31,64,12,32,43,66,64,2,24,26
20,22,53,19,20,21,50,9,30,34,64,2,13,17,22
20,28,49,183,12,12,36,0,18,19,55,37,16,8,11
35,83,102,181,33,70,92,153,34,59,110,145,13,16,25
24,25,62,2,17,17,63,0,16,19,65,0,9,10,5
19,26,32,172,7,31,36,157,10,29,36,265,16,6,10
29,29,70,0,19,19,59,3,21,21,63,0,14,11,10
21,50,64,115,8,30,43,90,11,34,50,244,10,4,7
9,20,41,151,16,18,51,110,18,29,41,255,3,11,5
22,25,31,93,20,20,35,19,12,22,37,32,6,13,10
11,11,25,21,12,19,28,109,19,19,36,17,11,12,19
3,3,6,135,4,6,12,24,5,9,18,145,2,4,5
37,55,72,246,12,22,31,0,12,23,35,134,35,8,7
3,16,26,80,10,37,55,277,10,19,30,103,2,6,3
18,35,40,224,12,23,26,210,15,38,41,259,8,2,5
14,18,25,59,18,23,38,23,19,24,50,65,10,12,16
12,16,26,221,7,11,16,211,7,17,22,185,9,7,6
16,20,42,57,14,17,31,50,12,31,56,149,10,7,8
17,33,45,167,14,34,46,197,16,44,51,176,12,5,11
12,16,31,89,13,15,27,65,13,20,31,34,4,8,5
19,45,63,263,25,44,66,245,25,35,42,220,16,20,15
2,8,11,24,11,13,33,60,11,18,36,21,2,6,5
5,17,23,173,27,60,71,251,6,26,31,174,5,22,6
27,39,67,111,25,52,74,168,40,53,86,100,15,9,23
11,16,24,43,30,40,55,25,18,34,48,14,9,25,13
20,55,85,259,26,48,76,174,10,29,40,89,15,11,6
26,35,43,182,23,53,63,168,11,41,45,199,5,2,8
5,25,39,230,15,22,35,173,12,24,57,117,5,4,5
8,13,30,88,1,10,15,25,4,10,21,0,7,1,4
22,49,64,74,7,34,42,71,16,51,74,44,14,3,7
17,23,30,10,15,17,20,19,9,27,37,146,4,8,6
7,32,48,77,6,85,94,261,7,54,102,255,3,5,6
30,30,58,0,29,29,50,0,25,25,56,0,14,9,8
7,34,43,238,19,19,48,0,14,16,41,85,5,13,11
8,11,29,88,7,7,26,92,4,9,19,198,7,5,3
30,36,69,120,18,25,52,106,32,63,89,266,20,13,27
4,11,18,72,27,34,39,102,26,55,68,177,2,3,4
8,20,38,119,11,63,70,239,21,48,61,120,3,6,10
13,40,62,217,11,26,51,175,8,63,84,243,12,6,8
23,28,47,94,28,50,66,231,17,40,79,196,5,25,13
32,35,53,33,16,18,50,12,12,29,39,55,16,5,5
14,25,34,58,15,23,37,115,11,24,50,81,6,1,9
29,32,72,0,26,26,70,0,26,31,78,0,14,13,17
11,11,19,15,23,24,36,50,20,23,50,19,0,4,7
2,21,26,186,13,23,36,95,4,24,33,120,2,8,4
13,40,63,281,8,23,39,145,5,16,27,222,10,8,5
31,45,79,235,17,40,61,236,22,69,94,256,25,16,16
8,30,65,122,15,19,53,104,10,34,62,106,1,6,3
16,16,57,0,17,18,55,40,25,25,67,30,15,13,23
6,6,35,8,17,20,43,30,8,12,31,119,2,10,5
7,18,39,158,11,45,57,241,8,24,33,239,4,7,5
7,29,30,85,5,56,60,75,6,58,63,189,5,5,0
6,16,37,252,8,8,35,115,9,14,36,95,6,7,9
13,48,75,211,21,44,60,149,15,25,51,84,12,20,13
21,65,81,255,11,43,64,269,10,54,67,266,21,11,7
26,45,62,199,10,25,28,102,32,67,101,159,6,3,22
4,15,23,0,24,82,104,193,16,89,121,292,2,24,16
13,19,30,78,22,28,57,182,6,31,36,272,9,19,5
11,17,20,114,11,11,29,28,22,23,46,8,8,10,16
7,35,46,275,16,35,50,230,21,62,74,259,6,13,19
24,24,55,0,28,28,57,6,31,31,64,0,13,11,14
13,55,65,128,6,45,49,190,6,44,64,262,8,6,4
24,40,47,186,21,40,49,197,25,54,57,165,8,17,11
12,20,50,188,3,38,45,115,14,31,39,172,8,3,4
10,17,26,115,15,30,47,193,25,62,81,283,8,9,22
9,15,31,216,19,29,53,181,31,65,83,289,7,17,29
2,5,11,190,10,26,36,248,9,28,43,240,2,10,8
16,16,67,1,16,17,54,0,15,32,61,0,7,15,13
12,17,23,64,17,28,45,193,34,42,63,137,0,3,8
1,21,22,235,2,32,39,230,11,52,62,236,1,1,10
2,19,26,172,9,40,43,283,27,59,76,103,2,3,12
2,20,25,12,22,26,47,92,18,34,56,143,1,22,17
14,15,55,34,13,39,66,172,17,17,87,0,8,8,11
7,16,27,18,4,14,30,85,8,23,43,50,3,3,7
24,28,60,67,10,19,41,62,21,32,52,92,20,8,16
25,40,90,129,26,39,105,36,16,41,106,149,24,19,14
15,15,44,42,14,15,48,34,7,12,18,102,5,6,2
37,37,70,2,30,30,83,0,46,48,95,7,15,21,17
16,24,40,61,17,20,29,43,17,43,56,5,10,5,16
33,34,92,6,28,28,71,3,27,27,77,0,23,13,21
10,10,89,0,15,15,90,0,15,15,93,0,6,7,8
17,17,47,0,22,22,60,0,31,32,80,0,14,19,27
20,21,44,47,24,26,61,7,10,11,25,35,13,16,9
19,38,47,89,15,24,41,73,13,28,39,146,5,7,9
14,15,32,27,9,10,23,6,5,5,30,4,4,3,2
17,17,24,0,17,18,28,5,33,45,63,152,3,4,27
15,18,31,7,21,30,47,4,28,49,70,166,10,14,16
7,8,31,14,18,18,45,0,5,7,43,0,6,14,3
23,52,78,218,42,55,125,164,20,45,97,226,20,41,18
6,28,41,143,7,17,28,146,15,84,101,145,5,4,15
21,61,74,247,29,68,102,198,14,34,56,109,14,28,11
6,34,43,261,34,55,69,229,16,36,43,164,6,30,12
9,24,29,271,7,30,51,286,5,26,40,253,9,7,3
30,42,61,98,27,38,77,52,22,52,103,254,13,12,11
11,19,26,207,4,17,23,147,11,79,89,249,9,2,9
8,16,20,189,9,29,37,264,5,14,20,257,7,5,4
2,27,31,116,4,44,49,117,15,88,95,75,1,4,8
3,19,20,283,6,21,26,242,4,20,22,264,2,6,3
5,22,31,259,10,35,60,239,21,55,83,246,4,10,19
15,16,25,38,17,17,23,63,18,25,46,46,6,6,12
19,26,42,118,12,18,36,87,24,48,63,97,13,11,19
17,19,30,144,26,40,48,168,19,25,39,155,11,17,14
20,20,47,58,12,28,44,122,12,35,56,74,19,10,10
4,16,37,163,8,22,30,196,1,8,9,239,4,8,0
19,21,37,168,15,24,42,146,19,21,33,188,13,11,18
12,40,48,268,7,11,18,198,8,18,28,270,11,2,3
4,17,27,2,14,17,46,40,15,17,58,6,4,12,12
29,46,111,106,4,12,25,73,28,40,113,0,25,4,27
3,19,28,193,5,15,26,161,6,14,26,202,2,4,6
19,21,52,28,14,55,70,212,23,25,74,45,18,14,23
3,14,20,152,30,34,49,18,21,21,53,0,2,21,15
17,17,53,0,18,22,50,5,9,9,33,0,7,13,4
6,12,23,228,8,18,26,217,8,12,30,157,5,7,8
12,68,82,148,15,65,73,81,13,50,64,0,9,11,7
10,48,60,252,3,26,31,170,0,32,41,200,9,3,0
8,29,34,148,7,27,35,160,5,35,45,185,3,1,3
8,11,28,50,37,37,76,9,56,61,104,41,1,27,46
4,46,56,241,16,62,81,260,24,76,93,219,4,14,18
15,40,49,235,1,20,26,246,0,10,13,61,5,1,0
8,49,68,230,5,27,46,175,1,29,34,203,6,4,1
21,25,53,55,8,9,27,9,21,23,50,12,17,8,19
21,24,46,0,18,34,62,75,24,26,56,1,6,10,11
20,24,48,36,4,23,47,93,8,16,30,80,7,0,5
24,36,72,211,25,48,88,228,22,38,79,211,16,22,18
18,51,67,49,22,32,80,73,18,18,61,1,12,20,17
30,30,64,3,27,27,71,1,26,30,76,13,17,17,16
5,9,27,74,5,34,48,170,2,16,22,141,4,3,2
10,25,42,83,24,30,44,82,32,63,85,130,7,11,18
6,17,24,183,10,32,38,35,8,8,24,130,4,8,7
17,46,61,196,16,29,41,118,12,27,47,131,11,7,9
14,20,45,100,13,18,31,62,8,22,37,243,9,7,6
23,48,55,152,10,18,25,120,20,45,72,200,7,1,11
7,30,43,250,9,25,28,233,2,10,16,210,5,7,2
7,13,23,186,6,14,19,197,4,21,26,272,7,2,3
15,15,50,4,14,14,44,8,14,14,64,0,8,8,10
16,27,40,232,23,32,42,186,6,36,45,260,14,9,6
4,12,14,15,10,21,26,126,11,13,21,64,2,5,5
3,6,37,0,28,28,71,0,36,37,102,33,1,15,25
2,3,25,48,6,6,29,10,1,16,33,204,1,6,1
11,14,57,123,9,31,68,66,19,35,73,38,10,7,13
30,55,76,233,17,17,40,0,14,22,47,68,28,16,13
7,36,73,66,18,46,78,102,7,72,89,201,4,9,3
11,19,41,54,11,16,34,83,11,17,38,97,8,7,5
14,24,45,171,9,16,37,177,0,6,13,215,12,7,0
10,16,43,141,21,35,62,225,15,17,45,110,10,21,15
17,61,87,54,10,74,90,265,9,65,82,254,9,8,9
16,39,68,87,14,33,56,148,13,25,41,10,8,8,2
16,51,74,199,5,38,69,229,4,20,31,234,12,3,2
21,31,70,50,19,52,79,171,19,52,63,224,7,15,16
23,26,53,96,18,28,39,148,15,17,26,161,12,10,14
11,20,47,1,29,31,77,8,22,25,75,51,5,19,14
19,23,43,17,16,23,46,98,16,23,46,10,15,14,13
28,49,75,234,25,44,77,250,17,53,82,257,24,20,17
5,24,43,0,13,29,60,0,26,37,74,0,3,10,22
36,70,93,131,27,35,88,44,22,32,95,22,21,15,15
15,19,32,0,16,21,34,86,7,27,36,23,8,7,4
11,16,45,27,17,52,72,218,20,40,53,184,4,10,17
15,19,44,261,17,31,45,199,9,15,34,165,11,10,8
16,19,34,70,14,14,31,3,18,20,38,55,14,14,18
17,34,39,245,2,15,23,197,1,9,15,141,14,1,0
19,28,44,113,23,53,69,199,9,13,28,129,13,16,2
9,44,50,201,6,53,59,232,10,49,61,176,7,3,9
8,22,35,219,6,22,32,249,5,26,35,256,7,3,4
31,42,51,206,15,45,51,182,8,53,58,263,9,5,7
9,10,20,42,4,9,26,176,8,8,24,83,1,3,3
8,37,52,138,11,81,99,155,7,67,83,254,7,6,4
13,35,62,281,16,25,40,69,14,45,60,239,13,13,13
20,27,57,49,17,32,64,115,19,54,70,198,20,14,17
34,44,61,149,18,46,52,190,12,27,35,244,20,10,11
17,39,44,222,3,3,16,35,14,43,57,189,3,2,9
33,40,74,51,23,24,48,91,32,32,70,12,24,18,20
11,12,50,10,9,9,49,0,2,50,72,149,5,5,2
16,32,41,208,4,29,35,87,7,40,54,268,9,4,7
11,24,31,264,8,20,33,229,10,37,60,280,11,8,10
17,62,68,270,18,53,72,284,10,51,62,207,16,16,10
8,17,39,198,11,11,26,33,8,20,39,183,7,9,7
2,6,13,279,3,3,7,274,6,8,11,256,1,2,3
17,29,35,127,35,55,68,127,21,34,45,111,9,27,19
3,9,19,265,2,29,43,274,9,29,46,259,2,1,6
9,17,26,86,3,14,18,45,9,35,48,160,6,1,2
9,37,46,137,5,42,51,249,8,45,54,181,8,4,8
9,56,65,250,22,51,65,290,15,31,47,187,7,15,7
20,20,42,48,13,26,32,192,7,36,38,5,3,10,3
17,49,57,270,18,42,65,260,10,27,37,260,13,12,1
12,29,40,257,5,6,18,0,13,16,35,34,11,3,9
9,14,38,158,11,21,36,168,10,10,36,26,2,2,5
21,39,56,104,28,47,71,113,31,68,83,111,6,11,22
11,30,38,104,20,49,63,147,14,28,47,45,5,13,4
1,20,27,183,8,9,19,102,12,28,33,134,0,4,6
20,28,41,102,16,35,58,130,24,44,77,52,19,12,15
9,13,14,47,12,26,35,99,17,34,52,101,2,3,8
8,8,19,9,18,36,50,34,1,53,56,0,5,14,1
13,69,81,270,12,69,90,218,15,42,59,124,9,8,14
8,38,44,220,10,32,37,90,6,24,32,124,6,7,4
8,25,36,9,10,11,22,8,11,23,34,88,4,8,6
14,31,38,10,5,19,23,43,13,21,31,2,5,2,5
3,18,20,169,15,31,39,152,17,36,53,232,2,10,13
2,32,42,279,8,39,52,183,6,14,51,16,1,8,5
13,29,43,257,8,22,30,236,9,31,41,90,9,7,8
14,30,55,264,15,36,57,275,13,51,62,239,13,13,10
13,14,16,261,21,42,51,279,36,75,94,289,4,12,31
13,21,25,76,16,17,32,58,14,21,38,80,1,3,3
17,32,42,228,2,14,18,164,7,21,32,222,15,2,7
6,10,14,36,4,22,31,169,9,26,36,203,0,1,7
25,33,70,82,15,19,46,101,24,35,60,86,21,12,19
4,59,63,242,7,91,95,240,10,77,83,248,2,5,9
15,15,50,0,16,16,47,0,15,15,47,0,7,3,7
4,32,41,236,5,10,15,274,9,30,44,257,4,5,9
4,32,38,228,2,38,46,286,11,50,66,268,4,2,10
26,51,57,196,26,90,103,215,19,74,82,212,17,20,12
12,12,26,48,6,6,15,26,9,9,37,34,6,5,4
2,3,10,155,5,6,7,137,2,11,14,217,2,1,0
21,29,45,111,5,17,24,27,16,52,59,231,20,5,16
8,45,57,262,6,41,46,295,3,33,43,297,7,3,2
13,21,29,240,9,20,27,220,6,10,15,139,12,9,6
11,12,23,44,12,14,30,27,19,19,27,28,7,4,7
2,25,32,260,3,25,33,243,2,18,24,205,2,1,1
1,2,2,0,11,18,21,61,31,66,75,265,0,3,16
0,3,5,0,13,25,34,192,17,27,47,164,0,12,17
6,61,81,193,4,36,50,92,6,8,32,2,3,3,5
3,10,34,32,0,7,28,44,1,1,36,57,3,0,1
35,63,74,275,13,31,33,261,3,48,54,181,30,7,3
6,48,67,26,2,25,32,56,5,65,75,233,3,1,0
16,28,55,166,10,57,79,248,11,45,65,169,10,6,10
15,24,28,293,4,9,11,273,1,3,6,290,5,0,1
2,7,10,2,8,26,38,121,2,37,40,3,1,6,0
23,36,52,0,25,41,53,0,29,47,59,0,18,14,16
