"winner","red_sig_str_rnd_1","red_tot_str_rnd_1","red_tot_str_attempt_rnd_1","red_ctrl_time_rnd_1","red_sig_str_rnd_2","red_tot_str_rnd_2","red_tot_str_attempt_rnd_2","red_ctrl_time_rnd_2","red_sig_str_rnd_3","red_tot_str_rnd_3","red_tot_str_attempt_rnd_3","red_ctrl_time_rnd_3","red_sig_str_head_rnd_1","red_sig_str_head_rnd_2","red_sig_str_head_rnd_3","blue_sig_str_rnd_1","blue_tot_str_rnd_1","blue_tot_str_attempt_rnd_1","blue_ctrl_time_rnd_1","blue_sig_str_rnd_2","blue_tot_str_rnd_2","blue_tot_str_attempt_rnd_2","blue_ctrl_time_rnd_2","blue_sig_str_rnd_3","blue_tot_str_rnd_3","blue_tot_str_attempt_rnd_3","blue_ctrl_time_rnd_3","blue_sig_str_head_rnd_1","blue_sig_str_head_rnd_2","blue_sig_str_head_rnd_3"
"blue",8,8,15,61,13,14,23,6,17,17,34,26,5,4,14,52,55,73,30,19,19,31,43,23,27,46,13,33,6,9
"red",17,24,40,0,26,50,55,169,33,57,68,0,9,16,22,23,27,55,104,11,16,25,82,17,27,46,172,6,2,7
"blue",17,43,77,0,9,30,60,0,4,18,24,0,10,9,4,10,20,36,87,6,13,16,108,2,57,71,251,10,5,2
"blue",3,8,12,18,16,25,47,0,24,28,50,0,1,5,12,13,41,51,234,31,44,65,177,28,74,92,182,4,6,16
"blue",19,25,34,229,8,25,43,65,17,17,47,0,13,1,9,4,7,13,28,20,21,47,0,29,29,68,0,4,10,27
"blue",14,29,42,219,22,22,69,12,12,15,28,112,12,21,11,2,5,9,34,34,34,89,0,24,32,55,24,2,14,10
"blue",12,12,27,57,10,19,29,134,8,17,22,112,8,7,7,16,16,50,21,14,15,24,117,16,19,27,170,15,13,10
"red",5,5,20,0,19,19,57,7,30,36,46,13,2,12,12,15,15,24,0,15,21,38,32,16,26,36,61,1,7,8
"blue",9,11,27,0,5,9,22,18,4,7,22,0,3,2,3,5,25,38,119,16,30,38,87,11,12,32,0,3,12,4
"red",5,5,27,0,10,10,46,0,29,41,93,0,3,5,24,9,9,40,0,26,26,70,0,21,21,65,48,1,11,7
"red",21,27,61,0,30,38,72,13,49,50,116,0,15,27,45,18,22,70,43,16,17,65,112,24,24,91,0,13,14,24
"red",5,5,32,0,10,21,32,170,2,8,24,80,4,10,2,20,20,58,0,8,18,36,0,16,19,43,0,6,1,8
"red",10,10,26,0,10,11,30,4,7,7,27,0,2,5,4,9,9,30,0,14,14,30,0,4,4,23,0,3,9,4
"red",15,21,41,77,11,12,24,13,10,14,31,54,13,5,4,9,11,21,43,6,10,23,52,7,10,24,41,3,1,2
"red",22,67,103,242,9,41,74,178,31,97,153,273,22,4,25,2,5,10,0,2,8,27,0,4,9,14,0,1,0,4
"red",23,24,31,4,15,15,41,0,24,24,54,0,9,7,9,9,9,33,2,10,10,32,0,22,22,52,0,5,3,13
"red",13,29,48,293,12,18,28,284,21,35,48,283,9,9,16,8,15,18,0,7,30,40,5,3,19,36,3,6,7,3
"red",27,27,51,0,36,38,75,0,56,56,102,2,18,21,41,28,28,102,0,27,28,95,0,50,54,139,17,20,20,41
"blue",14,45,63,264,1,34,44,19,1,42,55,0,8,1,1,4,14,20,0,8,31,42,232,12,37,46,266,2,5,8
"red",34,34,61,0,15,20,31,53,16,16,30,37,16,8,7,20,20,69,0,7,9,18,160,10,11,33,41,15,2,8
"red",29,29,99,63,43,47,117,38,39,41,125,0,22,30,28,33,33,65,16,41,43,77,3,47,47,82,4,16,21,28
"red",8,24,49,158,24,41,78,92,41,54,88,90,4,17,23,14,18,32,0,17,22,47,0,23,27,58,7,5,5,12
"red",20,24,66,41,21,44,66,186,19,54,76,240,9,15,18,13,13,34,0,11,16,33,0,9,10,14,0,4,9,3
"blue",15,27,38,29,25,28,70,33,6,31,67,0,5,14,5,8,9,16,155,18,21,42,84,14,20,38,118,6,17,13
"red",30,37,83,226,14,14,28,124,25,30,56,227,23,6,21,7,21,37,0,20,42,50,70,4,18,23,0,4,13,3
"red",50,52,115,0,59,69,128,84,8,39,49,187,33,42,3,32,33,92,5,33,36,67,20,8,13,21,41,25,31,5
"red",10,11,22,60,12,23,36,76,3,10,17,201,2,4,1,10,18,43,5,10,12,30,26,22,25,34,14,5,8,14
"red",17,17,67,0,15,24,40,43,22,22,50,15,13,10,17,22,24,55,13,13,42,63,114,30,35,80,0,12,8,18
"blue",16,16,60,39,25,25,77,14,36,38,100,14,4,14,21,22,23,51,3,30,30,72,0,21,24,54,0,7,13,11
"blue",9,10,30,0,13,13,42,0,12,12,52,0,6,8,8,27,33,67,48,24,24,70,0,26,26,63,0,10,9,12
"red",12,23,38,122,23,25,68,3,27,33,79,10,4,6,11,1,13,16,128,20,24,46,78,12,17,38,77,0,8,3
"red",15,26,48,133,7,22,29,128,17,38,60,170,6,3,15,15,28,37,16,2,7,9,130,2,2,4,89,6,0,2
"red",5,13,25,200,7,12,18,259,2,2,10,84,3,5,1,10,36,61,10,3,15,26,0,7,7,21,96,8,2,5
"red",17,17,25,0,31,31,79,0,27,32,72,46,1,16,11,0,0,7,0,19,19,46,0,4,4,15,0,0,19,3
"red",30,30,64,0,41,41,83,0,60,63,118,0,17,27,55,27,27,65,0,30,30,89,0,22,24,72,18,14,21,16
"blue",24,24,73,0,27,27,67,0,19,26,68,19,7,7,10,17,17,65,0,24,24,69,0,21,21,68,0,14,17,19
"blue",8,14,29,217,7,7,28,12,8,9,22,68,5,7,8,6,11,18,0,24,24,57,0,19,21,52,33,1,8,11
"blue",10,10,18,17,5,7,21,16,5,10,15,7,7,3,5,13,20,46,116,26,47,63,143,9,21,31,189,8,25,6
"blue",7,19,32,91,10,16,25,69,2,28,34,137,3,6,1,25,48,91,4,15,37,76,81,8,50,59,113,14,12,7
"red",12,25,44,147,14,24,30,194,15,38,49,122,5,3,9,11,13,28,0,10,10,26,5,10,10,27,0,6,10,4
"red",19,21,42,209,5,16,27,150,21,31,48,167,12,5,15,14,26,37,2,8,20,37,105,11,17,25,55,7,7,7
"red",24,24,52,6,31,38,76,10,38,40,80,18,18,29,32,15,15,47,0,18,18,92,0,17,17,81,0,8,10,10
"blue",6,6,46,0,25,25,95,0,12,12,57,0,4,19,9,12,12,37,0,30,30,56,0,29,29,62,7,7,17,24
"blue",3,29,32,0,8,20,33,3,10,20,50,10,3,8,9,9,18,24,297,8,25,34,272,18,29,33,215,5,7,16
"blue",11,18,24,11,15,23,35,0,6,18,32,24,6,12,6,12,16,33,183,26,37,48,202,7,14,16,220,7,24,6
"blue",1,14,16,0,7,7,17,0,4,7,9,0,1,7,4,30,66,79,246,50,115,141,214,24,82,97,280,24,44,20
"blue",7,11,16,146,7,9,15,185,10,10,24,46,2,4,5,7,19,28,66,5,16,36,13,20,24,42,41,4,3,14
"blue",17,17,54,0,11,14,38,94,14,25,40,164,8,5,12,23,23,67,2,17,20,54,0,8,16,30,32,14,13,5
"red",14,20,30,73,10,29,41,185,9,45,52,276,2,4,8,9,16,30,76,4,11,21,0,1,8,11,0,6,4,0
"blue",22,22,65,3,10,10,58,4,16,16,60,0,10,5,8,22,22,74,3,13,13,70,0,18,18,70,0,17,10,13
"blue",22,24,47,46,32,35,67,0,28,34,70,13,17,25,24,32,32,43,70,26,27,41,45,42,44,63,92,22,18,36
"blue",8,8,32,0,14,14,31,0,10,10,24,0,4,11,3,21,21,36,18,20,22,45,0,24,43,53,102,10,11,19
"red",19,47,54,39,20,38,52,51,14,24,29,231,14,10,8,17,18,39,86,17,22,49,63,8,15,30,0,7,7,5
"red",34,40,50,73,37,39,70,0,57,59,89,21,13,28,42,14,14,43,58,29,29,69,9,38,38,78,20,9,18,27
"blue",1,1,7,0,6,6,18,0,4,4,21,0,1,5,1,5,5,15,0,4,4,15,0,11,11,24,1,1,0,0
"blue",22,27,46,45,12,12,34,0,22,25,48,0,11,6,10,23,24,45,22,17,18,23,102,22,24,46,58,11,10,13
"red",14,14,41,0,15,34,55,136,25,45,65,136,7,13,21,10,10,61,0,5,5,25,0,5,5,36,0,5,3,4
"blue",19,20,50,39,15,16,50,0,16,30,50,23,8,7,3,21,28,37,57,18,19,41,15,16,26,40,126,9,9,11
"red",9,9,15,0,10,11,34,19,19,20,47,0,2,6,15,14,29,47,180,15,15,32,0,15,17,38,77,12,6,10
"blue",17,17,39,0,27,28,69,38,6,30,41,0,4,18,2,19,19,78,0,18,22,83,13,16,70,103,282,9,11,13
"red",21,24,42,3,23,23,52,38,38,39,69,2,15,16,29,18,34,66,140,23,28,84,23,37,47,120,58,12,18,31
"red",19,19,45,17,9,13,33,156,22,23,44,65,10,6,14,11,11,48,0,17,18,40,0,19,20,61,3,7,10,11
"red",8,40,49,268,11,33,53,241,8,21,50,159,5,10,7,6,9,14,0,15,33,46,0,38,51,87,0,1,6,26
"blue",11,14,45,60,20,26,35,215,20,32,49,237,6,13,15,15,16,33,84,19,25,31,48,4,4,14,3,6,19,4
"blue",25,38,73,71,28,33,78,0,4,17,26,21,17,22,3,22,32,70,81,38,42,93,114,14,41,57,238,9,28,7
"blue",18,18,58,0,20,20,46,2,13,13,35,0,15,10,5,17,17,88,0,23,24,72,22,27,33,72,103,13,10,15
"red",35,35,58,0,34,34,81,0,27,27,67,0,9,10,13,20,20,53,0,14,14,51,0,11,11,50,0,9,10,5
"blue",9,9,51,0,23,23,80,0,12,12,81,0,6,18,10,20,20,68,0,27,27,80,0,24,24,79,0,13,14,15
"red",25,25,59,0,23,23,60,0,23,31,73,0,14,14,15,16,16,63,0,10,10,67,0,22,38,82,37,13,9,13
"red",33,35,115,18,20,23,65,31,20,35,81,97,24,15,7,34,34,79,0,17,17,48,2,21,28,53,0,16,9,14
"red",12,35,42,214,18,57,74,219,17,51,60,210,4,15,8,15,21,38,0,7,16,28,0,4,11,15,0,9,4,2
"blue",13,13,28,14,19,20,46,24,19,19,52,0,7,12,13,17,17,32,80,15,15,42,19,22,22,46,0,11,11,14
"red",13,26,45,60,4,28,42,164,9,24,37,78,12,4,7,13,44,74,73,14,83,104,76,16,78,110,66,8,12,13
"blue",12,17,26,49,18,30,41,0,4,22,30,5,1,5,2,12,53,82,131,13,23,59,138,6,21,33,246,2,7,3
"blue",25,32,67,74,14,26,68,115,20,28,81,75,12,7,9,25,35,70,0,22,24,49,0,27,28,64,0,25,20,24
"blue",16,16,41,0,18,18,39,0,16,16,53,6,0,10,10,18,18,40,0,21,21,41,0,14,20,47,0,14,14,12
"red",29,29,83,45,15,23,57,182,31,44,98,63,16,8,27,21,23,59,0,15,28,39,0,13,20,49,10,13,13,9
"blue",25,26,50,35,15,15,42,2,21,22,54,7,13,5,13,23,27,67,0,18,18,56,0,26,27,69,6,13,5,13
"red",21,21,45,0,29,31,50,19,20,36,54,104,8,21,16,7,7,51,0,4,4,39,0,5,5,33,0,3,3,2
"red",28,28,67,0,18,18,52,0,31,31,72,0,23,12,26,10,11,53,0,4,4,65,0,14,14,61,0,7,3,10
"blue",15,18,45,70,12,17,42,101,2,29,37,243,5,4,1,9,9,27,14,13,14,26,0,5,9,15,0,9,12,4
"red",11,21,30,149,20,34,41,166,9,26,54,136,3,6,4,8,40,57,82,14,40,61,66,16,32,60,33,1,3,6
"blue",22,22,48,0,16,16,57,0,20,25,55,1,13,7,12,18,18,51,5,27,27,66,27,22,23,64,54,10,15,14
"red",37,65,85,64,23,42,68,84,17,33,50,93,16,12,9,13,32,44,112,19,31,45,81,9,19,34,69,5,8,1
"blue",3,3,4,80,3,6,8,0,16,17,38,103,0,1,9,13,25,33,157,4,11,14,196,8,8,28,3,9,1,2
"blue",12,19,32,72,3,7,19,13,9,16,49,18,9,3,5,33,41,60,127,8,16,30,189,15,30,41,168,8,2,7
"blue",6,15,33,0,7,23,45,111,15,24,50,22,3,4,5,11,12,22,87,8,9,27,44,11,11,29,33,6,6,8
"blue",17,17,45,5,18,23,57,0,10,10,38,11,11,13,8,33,49,78,47,26,27,64,16,20,20,45,9,25,17,16
"red",17,24,40,80,15,39,58,242,19,26,51,111,7,13,13,15,18,39,35,1,7,13,18,13,14,50,0,9,0,9
"blue",23,28,47,0,13,20,53,8,8,10,23,0,14,8,3,24,26,47,34,26,28,49,54,16,30,42,162,9,14,13
"blue",21,32,33,177,24,24,56,1,19,22,40,30,14,15,13,7,9,9,17,24,24,73,12,22,24,67,6,3,20,21
"blue",4,4,25,5,4,8,18,0,4,4,44,0,1,1,3,13,15,29,74,12,23,40,217,14,16,31,15,8,10,10
"red",16,17,44,14,21,21,53,0,21,22,42,37,8,12,13,13,14,43,0,18,18,50,0,17,18,39,0,8,14,10
"red",38,47,64,32,21,48,57,114,17,23,32,34,34,19,15,17,27,49,44,21,41,62,0,31,44,69,78,7,10,17
"red",18,30,51,23,44,49,78,59,27,38,52,0,4,26,10,6,16,45,95,15,25,49,92,6,15,25,204,5,13,5
"red",11,11,24,106,3,24,26,160,10,12,21,2,0,0,5,6,6,30,0,2,11,14,89,3,4,22,157,3,2,1
"red",43,50,82,92,16,24,41,138,5,25,39,252,38,13,5,18,22,58,29,8,15,39,0,5,7,16,1,12,8,4
"red",15,23,49,0,20,20,45,0,21,22,48,32,11,18,19,8,10,25,50,12,12,36,9,4,4,24,39,5,9,2
"red",24,25,48,0,23,23,55,0,10,19,31,0,9,14,8,18,18,58,16,15,15,58,13,13,27,53,169,7,6,7
"red",23,27,40,96,16,23,30,165,22,27,33,102,11,10,9,16,23,47,23,11,22,36,23,9,19,43,56,9,8,5
"blue",2,3,20,93,6,14,43,140,4,44,64,230,1,2,3,17,18,32,18,16,23,45,20,13,28,39,4,11,10,9
"blue",27,28,80,3,21,21,72,0,20,25,61,41,16,12,6,26,27,58,29,15,16,56,22,17,27,57,117,11,9,11
"blue",2,2,4,0,9,13,23,2,0,2,4,3,0,6,0,4,10,13,249,1,13,15,229,10,34,38,272,4,1,9
"red",22,24,44,43,20,21,60,31,17,17,39,5,17,12,15,15,21,29,44,24,25,46,11,22,22,42,0,1,7,7
"red",25,25,56,0,40,40,64,0,51,52,87,0,10,17,33,15,15,47,0,9,9,38,0,17,17,55,1,12,9,14
"red",41,41,91,0,30,37,78,106,26,36,68,122,26,23,26,15,15,61,0,10,10,42,0,18,19,61,40,10,8,16
"red",35,46,84,31,51,54,94,40,40,40,84,0,20,32,30,21,24,63,65,27,31,73,10,38,42,92,30,15,19,28
"blue",30,31,61,8,28,28,65,1,30,30,70,0,14,18,14,35,40,105,7,45,45,124,0,36,36,108,0,20,33,28
"red",12,46,61,230,25,59,65,194,13,62,74,261,9,12,9,14,26,37,19,16,24,37,18,10,16,21,1,6,8,3
"blue",8,8,33,2,16,16,41,0,13,13,36,0,1,8,7,27,38,76,64,28,33,60,81,42,53,83,27,25,23,33
"red",22,22,50,1,22,25,49,0,23,23,57,4,8,9,11,26,30,74,16,34,53,108,56,25,25,113,16,14,24,22
"blue",4,4,17,0,4,10,24,50,16,23,37,50,0,2,16,14,14,21,0,11,11,17,136,8,12,20,118,0,3,4
"red",28,28,54,0,23,31,43,55,12,14,24,0,15,17,9,4,4,19,0,5,13,26,144,16,25,34,217,1,2,4
"blue",14,14,24,1,7,10,22,76,13,13,32,0,4,3,2,14,20,33,102,8,14,26,101,24,42,62,68,3,2,7
"blue",22,24,47,0,9,14,23,0,28,39,58,14,11,7,15,17,28,53,101,15,39,45,278,9,29,41,230,14,13,5
"blue",21,31,63,2,21,27,61,30,10,15,41,10,11,10,6,25,28,55,134,21,21,51,44,24,27,43,172,15,9,15
"red",22,22,59,0,33,33,70,0,21,21,55,0,10,20,17,13,13,40,0,34,35,65,0,22,25,71,62,3,19,17
"blue",11,45,69,182,23,32,75,45,25,39,92,72,9,22,19,15,26,45,0,32,34,60,0,48,55,81,0,10,24,33
"red",22,56,74,110,15,83,100,205,22,37,65,118,15,9,20,20,22,55,0,11,19,32,0,27,29,58,0,15,9,23
"red",39,46,106,19,16,39,56,181,37,66,75,235,24,7,15,49,52,113,0,16,24,34,14,4,12,24,9,43,11,0
"blue",14,14,40,45,16,16,36,0,15,15,34,33,4,9,10,27,30,64,7,37,37,72,13,14,14,35,4,19,30,9
"blue",30,38,73,65,24,31,54,65,62,65,120,3,16,14,48,17,31,60,85,16,45,58,150,61,69,138,31,11,9,54
"blue",26,33,113,0,19,26,94,31,39,41,132,0,12,9,18,38,39,74,28,29,34,59,70,47,48,83,23,20,17,26
"blue",18,23,45,0,10,25,37,2,13,24,58,0,14,5,11,13,29,56,90,6,22,39,203,10,16,28,125,7,4,4
"red",23,27,65,12,25,25,50,15,20,20,47,0,9,11,4,7,8,28,71,9,9,30,21,10,10,33,4,3,3,4
"blue",26,26,109,0,20,29,82,99,27,27,105,9,17,12,26,39,39,106,0,28,33,76,39,47,47,109,0,19,24,40
"red",22,36,63,97,12,28,57,0,29,61,84,16,15,5,12,9,9,19,54,14,15,30,180,5,6,19,137,6,10,5
"blue",28,49,75,202,8,19,32,0,7,12,58,85,24,3,6,23,39,55,53,19,26,45,230,33,42,71,9,23,16,31
"blue",11,15,25,1,2,13,20,1,1,7,8,5,10,2,1,9,29,60,136,16,36,53,157,31,61,71,282,6,10,30
"red",26,46,74,128,18,18,40,9,19,25,42,69,25,18,18,9,9,29,0,21,23,82,27,19,24,52,44,8,16,11
"blue",11,11,27,0,15,15,35,0,20,20,61,0,4,4,8,22,23,50,0,23,23,49,0,22,22,55,0,13,14,16
"red",16,17,53,0,19,19,54,0,23,23,70,0,6,13,12,17,17,47,0,34,34,91,6,26,26,75,0,9,22,18
"blue",6,8,16,2,10,10,47,23,17,17,48,0,2,3,3,9,14,22,198,19,19,39,0,21,21,42,3,3,6,7
"red",12,12,37,0,25,26,49,10,26,26,45,3,7,14,14,36,38,87,17,16,16,52,0,11,11,37,0,28,9,6
"red",9,14,22,33,10,21,28,114,17,35,56,88,4,7,11,16,28,37,94,4,9,13,71,13,13,29,0,0,0,9
"red",24,48,69,87,23,47,66,121,30,44,82,140,11,12,19,16,30,40,12,29,39,48,52,14,20,31,0,6,23,11
"red",27,28,57,22,30,30,78,12,40,41,99,1,11,18,26,18,20,50,1,23,24,69,0,31,31,76,0,5,12,11
"red",20,21,53,0,29,30,63,0,38,38,79,0,17,22,31,28,35,74,61,43,43,87,0,58,58,121,21,14,28,49
"red",17,45,65,211,5,26,39,280,6,20,25,255,14,4,2,12,24,27,48,1,27,35,0,7,16,19,0,4,0,1
"blue",35,43,74,76,27,41,63,83,41,49,90,32,19,12,25,28,35,77,10,23,27,63,35,29,31,102,5,23,19,28
"red",30,37,77,8,67,71,138,3,48,53,123,14,14,46,36,17,43,70,132,37,38,81,21,52,67,118,31,14,24,42
"blue",22,26,49,88,25,25,72,0,9,9,29,28,17,19,9,27,29,42,44,34,36,80,4,49,69,98,149,8,12,28
"red",24,24,99,0,23,23,71,0,21,24,87,0,13,8,16,34,34,70,0,22,23,75,7,23,23,69,28,19,13,14
"red",22,30,33,161,10,40,54,155,14,44,62,236,1,7,3,10,13,20,88,3,12,22,62,5,9,14,40,3,0,2
"blue",23,23,54,0,31,31,61,0,42,42,88,0,9,13,21,14,14,50,0,18,18,70,0,36,36,96,0,10,16,34
"red",13,14,39,23,19,19,48,12,28,29,101,14,3,9,12,6,13,23,0,11,12,31,0,28,29,55,0,3,7,20
"red",15,15,50,0,35,35,79,0,24,24,80,0,12,26,19,21,21,26,0,26,26,57,0,27,27,45,0,9,13,16
"red",7,8,17,150,13,13,59,13,13,14,58,67,5,13,11,7,17,30,0,19,21,48,3,12,21,55,5,1,9,9
"red",2,20,32,42,23,32,62,160,11,40,53,88,1,13,5,6,28,31,234,11,16,39,20,2,5,9,184,4,7,2
"blue",5,5,31,40,13,14,40,33,17,17,45,3,0,8,7,23,23,55,21,20,33,76,14,29,31,85,9,18,17,25
"blue",11,12,53,0,9,15,39,0,23,28,66,0,7,3,17,15,16,36,56,17,25,39,136,23,32,68,82,3,7,15
"blue",7,21,30,4,19,47,59,149,28,28,73,0,5,15,9,12,24,37,220,15,26,34,117,28,28,51,0,9,10,17
"red",13,27,29,292,18,49,58,234,19,36,45,245,4,15,10,3,25,34,0,13,23,44,2,14,38,53,0,2,8,10
"red",12,17,27,222,17,29,44,184,6,10,22,203,11,14,5,15,23,42,0,17,30,64,23,24,44,69,30,11,16,15
"blue",13,19,32,98,12,34,53,217,21,21,34,42,7,9,15,28,57,107,52,12,55,75,0,30,36,76,34,22,10,25
"blue",17,21,34,48,4,7,12,0,17,24,45,15,14,2,12,7,20,31,0,5,11,13,280,13,22,42,104,6,3,11
"blue",7,27,59,0,17,23,62,0,14,14,42,0,2,9,10,8,21,48,108,20,20,52,4,26,26,64,0,7,17,23
"red",1,19,30,144,13,29,49,134,6,62,90,275,1,13,6,17,28,39,136,17,24,34,133,17,43,54,2,14,12,8
"red",36,50,83,224,31,59,89,209,22,45,74,199,31,26,20,10,10,20,0,9,9,26,0,6,6,31,0,0,4,2
"blue",11,28,34,233,16,17,41,0,11,12,56,30,10,14,11,6,16,30,11,20,21,48,9,22,25,75,1,5,10,12
"blue",10,18,40,20,10,28,38,17,17,18,62,7,3,3,4,9,15,42,99,6,27,47,168,17,22,61,42,3,2,9
"red",15,23,41,51,8,12,24,193,18,21,35,41,9,5,13,5,5,24,31,3,12,28,43,6,12,50,53,1,2,3
"blue",18,18,52,0,8,11,31,42,40,56,98,82,14,7,35,21,21,88,6,17,20,41,79,13,14,49,7,17,10,12
"blue",7,7,43,0,27,27,74,0,15,19,46,1,3,12,5,34,42,69,119,32,32,70,0,21,33,57,140,22,19,6
"red",10,10,36,0,40,40,95,1,28,31,72,117,4,33,19,13,13,45,0,20,20,53,23,18,18,38,6,5,16,13
"blue",6,7,33,22,6,11,32,0,14,23,38,0,3,4,10,22,25,50,4,19,27,53,45,9,13,40,121,14,14,7
"red",12,18,38,0,16,18,43,0,19,21,38,0,5,4,8,7,7,19,0,9,9,36,61,13,14,38,36,6,8,9
"red",20,20,48,6,19,34,64,235,12,43,71,231,16,18,10,8,8,32,40,1,2,8,0,4,6,11,0,3,1,1
"blue",12,12,62,38,9,10,48,23,15,15,72,3,7,2,13,20,22,57,38,24,27,62,24,41,42,80,15,14,18,29
"red",20,44,54,152,19,47,69,219,10,82,89,218,11,13,4,12,20,27,92,14,24,33,2,10,16,27,6,6,13,9
"red",16,22,38,117,39,42,72,95,24,40,61,260,8,32,22,8,12,27,46,19,20,30,0,3,9,15,3,3,8,1
"blue",15,46,83,182,29,29,82,0,34,34,87,0,13,15,17,11,12,27,53,34,34,83,0,33,33,78,0,9,24,22
"red",9,26,33,96,6,72,94,240,8,34,55,14,2,3,5,16,70,76,159,13,65,71,1,20,56,68,233,8,11,10
"red",24,25,29,0,17,17,38,5,17,24,48,14,5,7,10,7,39,67,190,29,39,69,143,11,26,44,133,2,23,9
"red",7,8,30,0,13,13,30,7,15,17,40,48,5,5,6,12,12,30,0,18,19,37,1,8,8,33,8,3,5,1
"red",19,34,48,223,5,19,41,188,12,32,59,164,8,2,8,7,8,19,0,5,9,34,0,13,21,59,0,5,2,12
"red",40,62,96,105,13,25,41,0,42,67,101,132,31,7,34,23,26,62,33,13,18,35,233,20,22,51,4,10,6,13
"red",20,20,53,3,14,33,64,46,18,18,47,0,3,6,7,12,13,37,7,13,25,37,0,14,17,44,9,7,7,8
"red",22,27,73,93,29,30,97,2,25,25,98,0,16,20,11,29,30,67,7,31,31,94,0,31,31,73,0,23,23,22
"red",32,32,71,0,58,59,90,0,51,51,94,27,24,50,45,23,26,82,23,46,51,129,31,19,19,85,15,13,36,10
"blue",32,32,111,0,33,34,98,17,6,9,32,4,25,27,3,27,27,104,0,27,27,79,26,5,23,39,182,24,23,2
"blue",20,30,42,201,7,13,15,261,20,39,60,128,10,4,11,20,29,50,24,10,48,66,0,19,25,59,0,14,7,13
"red",33,37,74,12,21,21,48,1,17,17,47,11,17,8,5,16,16,37,11,10,10,30,0,23,23,57,11,5,5,12
"blue",16,45,70,164,15,42,73,134,21,52,90,165,7,9,17,32,38,76,2,29,30,66,0,35,38,80,1,26,24,30
"blue",10,18,26,128,8,18,27,107,4,5,19,3,2,3,2,19,61,75,130,10,81,101,153,9,60,79,209,10,7,6
"blue",7,7,28,63,6,6,20,9,4,24,33,131,5,4,2,6,8,41,6,11,15,39,92,9,12,29,21,1,4,6
"blue",21,32,67,49,11,11,25,49,33,38,70,44,19,7,32,29,31,56,98,26,29,41,158,46,48,84,63,20,16,25
"blue",20,21,71,0,34,35,71,0,37,37,94,0,10,18,21,31,31,78,0,22,24,58,21,35,35,88,0,24,16,32
"red",0,6,12,273,8,8,17,10,12,36,40,144,0,8,10,8,59,73,0,10,29,50,165,6,25,40,113,7,9,4
"red",34,34,88,0,45,49,93,0,39,45,80,54,11,23,15,13,15,44,0,16,23,53,20,13,16,36,38,11,16,10
"red",20,21,40,111,29,32,50,151,19,26,38,240,6,17,13,7,8,34,0,8,8,41,0,3,4,8,16,3,7,1
"blue",7,15,22,130,43,45,109,0,54,55,132,2,3,27,42,21,51,62,105,53,73,130,28,80,88,168,5,19,46,72
"blue",21,39,48,170,6,10,20,178,18,30,40,115,13,5,10,15,26,38,0,18,64,88,57,19,44,78,31,7,9,9
"blue",2,4,13,70,1,9,13,1,2,7,20,0,2,1,1,15,34,43,90,35,64,80,231,36,86,102,214,12,30,29
"blue",19,27,38,252,4,7,10,44,9,10,27,123,2,1,3,11,19,26,0,10,28,49,131,21,26,54,0,3,6,14
"blue",19,25,49,67,11,27,42,113,18,22,42,37,14,6,15,30,35,68,0,30,37,74,0,32,34,75,2,15,17,20
"blue",8,8,18,0,20,21,38,25,8,22,26,16,4,11,7,16,16,29,0,18,18,38,18,13,62,68,266,4,8,2
"blue",19,19,41,1,8,12,28,19,16,16,40,7,9,4,11,19,19,61,0,17,17,37,40,9,9,33,25,7,10,4
"red",21,44,62,237,29,52,73,265,21,48,62,247,15,23,7,8,24,37,6,2,29,45,0,3,16,22,0,6,2,2
"red",25,25,52,2,24,27,59,23,30,30,55,18,17,14,14,21,21,54,0,25,25,57,0,9,9,50,0,5,3,5
"blue",37,38,83,8,37,37,76,0,33,33,74,0,21,24,23,41,41,89,0,52,54,114,0,50,51,109,2,27,28,26
"blue",24,29,112,0,22,34,119,38,16,41,78,63,5,5,9,25,25,109,25,31,31,85,3,22,53,94,135,25,30,22
"red",29,39,86,4,24,43,92,57,41,42,101,10,13,17,25,23,23,48,22,13,19,43,43,23,23,55,2,19,8,22
"red",13,13,27,0,18,18,43,3,39,39,86,1,9,14,26,12,12,33,0,14,14,43,1,16,16,66,2,0,3,6
"red",23,30,47,238,2,2,7,14,16,28,45,276,20,0,15,2,13,18,4,5,28,38,260,0,16,18,1,2,5,0
"blue",29,31,68,2,11,12,39,0,13,16,50,0,29,11,13,37,44,132,6,22,25,86,34,29,52,133,64,18,20,27
"red",8,13,26,55,31,40,83,92,24,31,56,133,5,19,16,15,29,38,142,12,15,39,0,7,17,32,4,12,5,1
"red",23,23,44,0,36,50,82,55,18,20,62,40,6,20,7,11,11,26,0,21,21,40,0,17,18,52,0,2,10,9
"blue",21,22,59,0,3,8,27,30,8,11,29,7,18,3,7,14,18,61,34,56,77,129,157,31,68,95,174,10,52,30
"red",41,45,88,32,15,17,39,31,28,32,59,89,29,11,16,19,26,60,39,20,22,46,28,12,13,38,1,16,18,7
"red",5,7,15,29,5,5,17,29,9,10,20,8,0,4,5,16,42,56,161,11,30,37,142,3,10,19,146,13,10,3
"red",29,29,106,0,51,64,120,9,47,49,122,1,21,42,32,24,24,76,0,19,20,42,72,22,22,58,0,11,10,16
"red",18,28,40,121,16,16,33,4,22,36,48,134,13,8,19,4,4,15,0,10,10,33,0,3,3,12,22,1,5,3
