"winner","win_method","red_kd_tot","blue_kd_tot","red_sig_str_tot","red_sig_str_attempt_tot","blue_sig_str_tot","blue_sig_str_attempt_tot","red_tot_str_tot","red_tot_str_attempt_tot","blue_tot_str_tot","blue_tot_str_attempt_tot","red_td_tot","red_td_attempt_tot","blue_td_tot","blue_td_attempt_tot","red_sub_attempt_tot","blue_sub_attempt_tot","red_ctrl_time_tot","blue_ctrl_time_tot","red_kd_rnd_1","blue_kd_rnd_1","red_sig_str_rnd_1","red_sig_str_attempt_rnd_1","blue_sig_str_rnd_1","blue_sig_str_attempt_rnd_1","red_tot_str_rnd_1","red_tot_str_attempt_rnd_1","blue_tot_str_rnd_1","blue_tot_str_attempt_rnd_1","red_td_rnd_1","red_td_attempt_rnd_1","blue_td_rnd_1","blue_td_attempt_rnd_1","red_sub_attempt_rnd_1","blue_sub_attempt_rnd_1","red_ctrl_time_rnd_1","blue_ctrl_time_rnd_1","red_kd_rnd_2","blue_kd_rnd_2","red_sig_str_rnd_2","red_sig_str_attempt_rnd_2","blue_sig_str_rnd_2","blue_sig_str_attempt_rnd_2","red_tot_str_rnd_2","red_tot_str_attempt_rnd_2","blue_tot_str_rnd_2","blue_tot_str_attempt_rnd_2","red_td_rnd_2","red_td_attempt_rnd_2","blue_td_rnd_2","blue_td_attempt_rnd_2","red_sub_attempt_rnd_2","blue_sub_attempt_rnd_2","red_ctrl_time_rnd_2","blue_ctrl_time_rnd_2","red_kd_rnd_3","blue_kd_rnd_3","red_sig_str_rnd_3","red_sig_str_attempt_rnd_3","blue_sig_str_rnd_3","blue_sig_str_attempt_rnd_3","red_tot_str_rnd_3","red_tot_str_attempt_rnd_3","blue_tot_str_rnd_3","blue_tot_str_attempt_rnd_3","red_td_rnd_3","red_td_attempt_rnd_3","blue_td_rnd_3","blue_td_attempt_rnd_3","red_sub_attempt_rnd_3","blue_sub_attempt_rnd_3","red_ctrl_time_rnd_3","blue_ctrl_time_rnd_3","red_sig_str_head_tot","red_sig_str_head_attempt_tot","blue_sig_str_head_tot","blue_sig_str_head_attempt_tot","red_sig_str_body_tot","red_sig_str_body_attempt_tot","blue_sig_str_body_tot","blue_sig_str_body_attempt_tot","red_sig_str_leg_tot","red_sig_str_leg_attempt_tot","blue_sig_str_leg_tot","blue_sig_str_leg_attempt_tot","red_sig_str_dist_tot","red_sig_str_dist_attempt_tot","blue_sig_str_dist_tot","blue_sig_str_dist_attempt_tot","red_sig_str_clinch_tot","red_sig_str_clinch_attempt_tot","blue_sig_str_clinch_tot","blue_sig_str_clinch_attempt_tot","red_sig_str_gnd_tot","red_sig_str_gnd_attempt_tot","blue_sig_str_gnd_tot","blue_sig_str_gnd_attempt_tot","red_sig_str_head_rnd_1","red_sig_str_head_attempt_rnd_1","blue_sig_str_head_rnd_1","blue_sig_str_head_attempt_rnd_1","red_sig_str_body_rnd_1","red_sig_str_body_attempt_rnd_1","blue_sig_str_body_rnd_1","blue_sig_str_body_attempt_rnd_1","red_sig_str_leg_rnd_1","red_sig_str_leg_attempt_rnd_1","blue_sig_str_leg_rnd_1","blue_sig_str_leg_attempt_rnd_1","red_sig_str_dist_rnd_1","red_sig_str_dist_attempt_rnd_1","blue_sig_str_dist_rnd_1","blue_sig_str_dist_attempt_rnd_1","red_sig_str_clinch_rnd_1","red_sig_str_clinch_attempt_rnd_1","blue_sig_str_clinch_rnd_1","blue_sig_str_clinch_attempt_rnd_1","red_sig_str_gnd_rnd_1","red_sig_str_gnd_attempt_rnd_1","blue_sig_str_gnd_rnd_1","blue_sig_str_gnd_attempt_rnd_1","red_sig_str_head_rnd_2","red_sig_str_head_attempt_rnd_2","blue_sig_str_head_rnd_2","blue_sig_str_head_attempt_rnd_2","red_sig_str_body_rnd_2","red_sig_str_body_attempt_rnd_2","blue_sig_str_body_rnd_2","blue_sig_str_body_attempt_rnd_2","red_sig_str_leg_rnd_2","red_sig_str_leg_attempt_rnd_2","blue_sig_str_leg_rnd_2","blue_sig_str_leg_attempt_rnd_2","red_sig_str_dist_rnd_2","red_sig_str_dist_attempt_rnd_2","blue_sig_str_dist_rnd_2","blue_sig_str_dist_attempt_rnd_2","red_sig_str_clinch_rnd_2","red_sig_str_clinch_attempt_rnd_2","blue_sig_str_clinch_rnd_2","blue_sig_str_clinch_attempt_rnd_2","red_sig_str_gnd_rnd_2","red_sig_str_gnd_attempt_rnd_2","blue_sig_str_gnd_rnd_2","blue_sig_str_gnd_attempt_rnd_2","red_sig_str_head_rnd_3","red_sig_str_head_attempt_rnd_3","blue_sig_str_head_rnd_3","blue_sig_str_head_attempt_rnd_3","red_sig_str_body_rnd_3","red_sig_str_body_attempt_rnd_3","blue_sig_str_body_rnd_3","blue_sig_str_body_attempt_rnd_3","red_sig_str_leg_rnd_3","red_sig_str_leg_attempt_rnd_3","blue_sig_str_leg_rnd_3","blue_sig_str_leg_attempt_rnd_3","red_sig_str_dist_rnd_3","red_sig_str_dist_attempt_rnd_3","blue_sig_str_dist_rnd_3","blue_sig_str_dist_attempt_rnd_3","red_sig_str_clinch_rnd_3","red_sig_str_clinch_attempt_rnd_3","blue_sig_str_clinch_rnd_3","blue_sig_str_clinch_attempt_rnd_3","red_sig_str_gnd_rnd_3","red_sig_str_gnd_attempt_rnd_3","blue_sig_str_gnd_rnd_3","blue_sig_str_gnd_attempt_rnd_3"
"red","Decision - Unanimous",1,0,66,108,48,102,76,118,56,112,1,4,0,1,0,0,105,0,1,0,27,41,16,36,27,41,22,42,0,1,0,0,0,0,45,0,0,0,13,26,19,34,23,36,21,38,1,2,0,0,0,0,54,0,0,0,26,41,13,32,26,41,13,32,0,1,0,1,0,0,6,0,43,82,23,67,20,23,3,12,3,3,22,23,59,100,41,92,6,7,7,10,1,1,0,0,18,32,9,27,8,8,2,4,1,1,5,5,23,37,11,29,3,3,5,7,1,1,0,0,8,18,6,16,3,6,1,5,2,2,12,13,10,22,17,31,3,4,2,3,0,0,0,0,17,32,8,24,9,9,0,3,0,0,5,5,26,41,13,32,0,0,0,0,0,0,0,0
"red","Decision - Unanimous",0,1,88,233,50,155,124,273,119,224,1,5,1,8,1,0,43,186,0,1,8,18,12,23,36,50,79,90,0,1,1,3,1,0,5,186,0,0,26,83,12,62,33,90,14,64,1,2,0,2,0,0,35,0,0,0,54,132,26,70,55,133,26,70,0,2,0,3,0,0,3,0,59,194,46,141,15,24,4,14,14,15,0,0,84,227,46,148,4,6,1,4,0,0,3,3,5,13,12,23,1,3,0,0,2,2,0,0,7,17,8,18,1,1,1,2,0,0,3,3,18,71,9,57,6,10,3,5,2,2,0,0,24,80,12,61,2,3,0,1,0,0,0,0,36,110,25,61,8,11,1,9,10,11,0,0,53,130,26,69,1,2,0,1,0,0,0,0
"blue","Decision - Unanimous",0,0,68,224,77,181,71,227,78,185,0,0,2,7,0,0,0,55,0,0,15,66,19,43,15,66,19,43,0,0,0,0,0,0,0,0,0,0,21,72,31,68,21,72,31,68,0,0,1,3,0,0,0,26,0,0,32,86,27,70,35,89,28,74,0,0,1,4,0,0,0,29,49,187,73,174,10,19,2,5,9,18,2,2,67,223,77,181,1,1,0,0,0,0,0,0,9,50,19,42,2,6,0,1,4,10,0,0,15,66,19,43,0,0,0,0,0,0,0,0,14,63,27,63,3,4,2,3,4,5,2,2,21,72,31,68,0,0,0,0,0,0,0,0,26,74,27,69,5,9,0,1,1,3,0,0,31,85,27,70,1,1,0,0,0,0,0,0
"red","Decision - Unanimous",0,1,71,140,42,93,152,265,54,111,1,9,1,2,1,0,333,25,0,0,25,54,12,45,25,54,13,46,0,0,0,1,0,0,0,0,0,1,31,52,7,8,111,174,16,23,1,4,0,0,1,0,265,2,0,0,15,34,23,40,16,37,25,42,0,5,1,1,0,0,68,23,54,118,30,76,6,8,7,12,11,14,5,5,41,92,35,81,0,0,2,4,30,48,5,8,12,39,7,37,5,7,1,4,8,8,4,4,25,54,11,43,0,0,1,2,0,0,0,0,30,51,5,6,1,1,2,2,0,0,0,0,1,4,4,5,0,0,0,0,30,48,3,3,12,28,18,33,0,0,4,6,3,6,1,1,15,34,20,33,0,0,1,2,0,0,2,5
"red","Decision - Unanimous",0,0,149,259,67,148,167,279,80,162,0,4,2,14,0,0,120,115,0,0,30,53,19,45,31,54,21,47,0,3,1,4,0,0,18,58,0,0,94,160,28,67,106,173,37,76,0,1,1,5,0,0,27,25,0,0,25,46,20,36,30,52,22,39,0,0,0,5,0,0,75,32,96,200,40,114,37,42,20,27,16,17,7,7,112,207,64,140,32,47,3,7,5,5,0,1,11,34,7,29,9,9,8,12,10,10,4,4,29,50,19,43,1,3,0,2,0,0,0,0,76,139,22,59,17,20,5,7,1,1,1,1,63,116,25,62,29,42,3,5,2,2,0,0,9,27,11,26,11,13,7,8,5,6,2,2,20,41,20,35,2,2,0,0,3,3,0,1
"red","Decision - Split",0,0,18,40,25,37,62,87,74,86,4,5,0,1,1,2,724,16,0,0,5,18,10,17,5,19,11,18,1,2,0,1,1,1,189,16,0,0,4,10,12,15,26,33,32,35,2,2,0,0,0,1,247,0,0,0,9,12,3,5,31,35,31,33,1,1,0,0,0,0,288,0,16,37,13,24,1,1,2,3,1,2,10,10,8,26,14,25,0,0,1,2,10,14,10,10,3,15,3,9,1,1,1,2,1,2,6,6,4,16,8,14,0,0,0,1,1,2,2,2,4,10,8,11,0,0,1,1,0,0,3,3,4,10,5,8,0,0,1,1,0,0,6,6,9,12,2,4,0,0,0,0,0,0,1,1,0,0,1,3,0,0,0,0,9,12,2,2
"blue","Decision - Majority",0,0,24,31,28,41,71,85,88,104,3,11,0,0,0,1,506,270,0,0,16,19,4,6,39,44,9,11,2,2,0,0,0,0,254,0,0,0,7,10,1,7,30,38,13,19,1,6,0,0,0,0,248,3,0,0,1,2,23,28,2,3,66,74,0,3,0,0,0,1,4,267,12,17,19,26,11,13,7,12,1,1,2,3,3,7,8,19,2,2,1,1,19,22,19,21,9,12,1,1,6,6,1,2,1,1,2,3,2,3,4,6,0,0,0,0,14,16,0,0,3,5,0,2,4,5,1,5,0,0,0,0,0,2,1,7,2,2,0,0,5,6,0,0,0,0,18,23,1,2,5,5,0,0,0,0,1,2,3,6,0,0,1,1,0,0,19,21
"red","Decision - Unanimous",0,0,18,27,30,48,54,74,72,94,5,11,0,0,0,0,700,98,0,0,3,6,9,19,19,25,24,34,2,6,0,0,0,0,213,50,0,0,9,13,11,16,21,28,19,27,1,2,0,0,0,0,204,48,0,0,6,8,10,13,14,21,29,33,2,3,0,0,0,0,283,0,9,17,19,33,5,5,7,9,4,5,4,6,10,19,23,41,4,4,3,3,4,4,4,4,2,5,7,15,0,0,1,1,1,1,1,3,3,6,9,19,0,0,0,0,0,0,0,0,5,8,4,7,2,2,4,6,2,3,3,3,5,9,8,13,2,2,3,3,2,2,0,0,2,4,8,11,3,3,2,2,1,1,0,0,2,4,6,9,2,2,0,0,2,2,4,4
"red","Decision - Split",0,0,36,70,31,133,61,101,41,145,1,3,1,1,0,0,285,11,0,0,11,20,14,51,11,20,14,51,0,0,0,0,0,0,0,0,0,0,15,28,8,48,16,31,13,55,0,2,1,1,0,0,68,11,0,0,10,22,9,34,34,50,14,39,1,1,0,0,0,0,217,0,20,50,20,114,11,14,7,14,5,6,4,5,26,57,28,128,4,5,1,1,6,8,2,4,4,12,6,39,5,6,4,7,2,2,4,5,11,20,14,51,0,0,0,0,0,0,0,0,9,19,8,44,4,6,0,4,2,3,0,0,11,23,5,43,4,5,1,1,0,0,2,4,7,19,6,31,2,2,3,3,1,1,0,0,4,14,9,34,0,0,0,0,6,8,0,0
"red","Decision - Unanimous",0,0,87,157,90,153,116,191,121,186,8,14,0,1,0,0,541,11,0,0,30,66,30,60,41,80,41,72,3,5,0,0,0,0,154,9,0,0,33,52,35,59,45,65,42,67,2,4,0,1,0,0,169,0,0,0,24,39,25,34,30,46,38,47,3,5,0,0,0,0,218,2,65,133,80,142,20,22,8,9,2,2,2,2,69,130,70,128,10,18,19,23,8,9,1,2,22,57,24,54,6,7,5,5,2,2,1,1,27,55,22,49,3,11,7,9,0,0,1,2,23,41,32,55,10,11,2,3,0,0,1,1,29,48,24,46,3,3,11,13,1,1,0,0,20,35,24,33,4,4,1,1,0,0,0,0,13,27,24,33,4,4,1,1,7,8,0,0
"red","Decision - Unanimous",0,0,62,135,66,178,103,187,90,207,5,11,0,0,0,0,398,1,0,0,21,52,28,81,29,61,34,87,1,4,0,0,0,0,82,0,0,0,29,48,19,48,44,64,25,56,2,2,0,0,0,0,140,1,0,0,12,35,19,49,30,62,31,64,2,5,0,0,0,0,176,0,42,109,34,128,12,16,18,33,8,10,14,17,29,98,61,172,5,5,4,4,28,32,1,2,11,39,14,57,8,9,8,17,2,4,6,7,14,44,26,78,5,5,2,2,2,3,0,1,21,37,8,31,2,5,8,12,6,6,3,5,12,31,17,46,0,0,1,1,17,17,1,1,10,33,12,40,2,2,2,4,0,0,5,5,3,23,18,48,0,0,1,1,9,12,0,0
"red","Decision - Unanimous",0,0,47,96,25,62,58,108,43,80,2,2,1,9,0,0,157,326,0,0,10,18,4,7,13,21,7,10,0,0,0,3,0,0,33,180,0,0,18,35,11,21,26,43,18,28,1,1,1,3,0,0,85,73,0,0,19,43,10,34,19,44,18,42,1,1,0,3,0,0,39,73,23,64,14,48,23,30,8,11,1,2,3,3,26,72,19,54,21,23,6,8,0,1,0,0,2,7,2,4,7,10,1,2,1,1,1,1,2,10,2,4,8,8,2,3,0,0,0,0,9,22,6,15,9,12,5,6,0,1,0,0,11,26,9,19,7,8,2,2,0,1,0,0,12,35,6,29,7,8,2,3,0,0,2,2,13,36,8,31,6,7,2,3,0,0,0,0
"blue","Decision - Unanimous",0,0,11,27,65,96,51,71,159,207,3,6,0,0,2,0,211,527,0,0,3,7,21,36,24,29,40,61,1,3,0,0,2,0,103,130,0,0,2,4,12,16,17,21,50,62,1,2,0,0,0,0,91,180,0,0,6,16,32,44,10,21,69,84,1,1,0,0,0,0,17,217,7,23,55,85,3,3,7,8,1,1,3,3,6,20,29,55,3,5,20,25,2,2,16,16,1,5,15,29,2,2,4,5,0,0,2,2,1,4,9,23,2,3,12,13,0,0,0,0,1,3,10,14,1,1,2,2,0,0,0,0,0,2,1,5,1,1,2,2,1,1,9,9,5,15,30,42,0,0,1,1,1,1,1,1,5,14,19,27,0,1,6,10,1,1,7,7
"red","Decision - Unanimous",0,0,92,188,63,160,94,191,66,163,0,0,0,6,0,0,0,90,0,0,23,46,19,46,25,49,22,49,0,0,0,4,0,0,0,90,0,0,29,61,27,63,29,61,27,63,0,0,0,1,0,0,0,0,0,0,40,81,17,51,40,81,17,51,0,0,0,1,0,0,0,0,65,154,25,115,14,19,17,22,13,15,21,23,92,188,60,153,0,0,3,7,0,0,0,0,11,32,7,31,6,7,3,5,6,7,9,10,23,46,18,43,0,0,1,3,0,0,0,0,21,49,11,45,6,9,8,9,2,3,8,9,29,61,25,59,0,0,2,4,0,0,0,0,33,73,7,39,2,3,6,8,5,5,4,4,40,81,17,51,0,0,0,0,0,0,0,0
"red","Decision - Unanimous",0,0,83,172,73,172,84,173,73,172,0,0,0,0,0,0,0,82,0,0,26,51,12,33,26,51,12,33,0,0,0,0,0,0,0,0,0,0,28,67,30,74,28,67,30,74,0,0,0,0,0,0,0,5,0,0,29,54,31,65,30,55,31,65,0,0,0,0,0,0,0,77,49,133,53,145,11,15,15,21,23,24,5,6,81,170,54,148,2,2,12,14,0,0,7,10,9,32,3,22,7,9,6,8,10,10,3,3,26,51,12,33,0,0,0,0,0,0,0,0,17,54,25,67,3,4,4,5,8,9,1,2,27,66,27,71,1,1,3,3,0,0,0,0,23,47,25,56,1,2,5,8,5,5,1,1,28,53,15,44,1,1,9,11,0,0,7,10
"red","Decision - Unanimous",0,0,91,267,48,111,112,291,92,156,2,6,0,0,0,0,245,4,0,0,29,99,17,39,30,102,20,43,1,1,0,0,0,0,30,3,0,0,27,84,18,45,36,93,56,83,0,2,0,0,0,0,76,1,0,0,35,84,13,27,46,96,16,30,1,3,0,0,0,0,139,0,47,218,13,55,37,42,21,32,7,7,14,24,79,245,39,100,4,8,7,9,8,14,2,2,13,82,0,11,12,13,8,13,4,4,9,15,28,95,16,38,0,2,0,0,1,2,1,1,16,69,7,25,11,15,8,13,0,0,3,7,24,80,14,39,3,4,4,6,0,0,0,0,18,67,6,19,14,14,5,6,3,3,2,2,27,70,9,23,1,2,3,3,7,12,1,1
"red","Decision - Split",0,0,34,94,40,79,42,102,67,112,1,3,2,7,0,1,158,177,0,0,4,22,7,18,5,23,11,24,0,1,1,1,0,0,26,64,0,0,7,17,13,20,12,22,25,33,1,2,1,4,0,1,82,60,0,0,23,55,20,41,25,57,31,55,0,0,0,2,0,0,50,53,17,71,32,68,16,21,8,11,1,2,0,0,14,64,28,65,20,29,11,13,0,1,1,1,0,14,6,15,3,6,1,3,1,2,0,0,1,19,6,17,3,3,1,1,0,0,0,0,4,13,10,17,3,4,3,3,0,0,0,0,4,14,9,16,3,3,3,3,0,0,1,1,13,44,16,36,10,11,4,5,0,0,0,0,9,31,13,32,14,23,7,9,0,1,0,0
"blue","Decision - Unanimous",0,0,23,54,53,107,45,76,86,141,2,15,0,0,0,0,457,52,0,0,7,10,6,10,23,26,14,19,1,5,0,0,0,0,241,14,0,0,10,23,25,51,11,24,42,68,1,5,0,0,0,0,81,3,0,0,6,21,22,46,11,26,30,54,0,5,0,0,0,0,135,35,16,42,24,70,4,7,18,23,3,5,11,14,17,43,37,86,2,7,16,21,4,4,0,0,5,8,2,6,2,2,4,4,0,0,0,0,1,3,2,4,2,3,4,6,4,4,0,0,7,18,12,33,1,2,6,8,2,3,7,10,10,21,20,45,0,2,5,6,0,0,0,0,4,16,10,31,1,3,8,11,1,2,4,4,6,19,15,37,0,2,7,9,0,0,0,0
"red","Decision - Unanimous",0,0,115,235,81,156,117,237,87,162,0,1,0,0,0,0,6,44,0,0,28,60,25,51,28,60,26,52,0,0,0,0,0,0,1,18,0,0,37,88,30,47,37,88,30,47,0,0,0,0,0,0,0,0,0,0,50,87,26,58,52,89,31,63,0,1,0,0,0,0,5,26,81,196,19,76,25,29,27,36,9,10,35,44,109,227,78,151,5,7,3,3,1,1,0,2,17,47,4,20,6,7,7,12,5,6,14,19,27,58,25,51,1,2,0,0,0,0,0,0,25,73,7,21,9,12,9,11,3,3,14,15,37,87,30,47,0,1,0,0,0,0,0,0,39,76,8,35,10,10,11,13,1,1,7,10,45,82,23,53,4,4,3,3,1,1,0,2
"blue","Decision - Unanimous",0,0,70,215,64,109,105,255,128,176,1,10,1,1,0,0,148,128,0,0,24,62,19,29,26,64,23,33,1,4,0,0,0,0,94,0,0,0,29,101,31,56,31,105,31,56,0,5,0,0,0,0,18,0,0,0,17,52,14,24,48,86,74,87,0,1,1,1,0,0,36,128,39,160,28,63,11,28,31,38,20,27,5,8,62,207,64,107,7,7,0,1,1,1,0,1,10,42,9,16,4,7,9,12,10,13,1,1,20,58,19,29,3,3,0,0,1,1,0,0,19,82,12,31,3,10,16,20,7,9,3,5,26,98,31,56,3,3,0,0,0,0,0,0,10,36,7,16,4,11,6,6,3,5,1,2,16,51,14,22,1,1,0,1,0,0,0,1
"red","Decision - Split",0,0,96,144,41,147,115,165,70,178,0,3,1,7,0,0,90,239,0,0,17,27,11,42,19,29,21,52,0,2,0,2,0,0,78,66,0,0,39,68,20,69,41,70,20,69,0,0,0,2,0,0,4,37,0,0,40,49,10,36,55,66,29,57,0,1,1,3,0,0,8,136,57,101,23,111,14,15,15,31,25,28,3,5,93,138,41,147,2,4,0,0,1,2,0,0,3,10,4,30,5,5,6,11,9,12,1,1,15,23,11,42,2,4,0,0,0,0,0,0,25,54,11,51,4,4,7,14,10,10,2,4,39,67,20,69,0,0,0,0,0,1,0,0,29,37,8,30,5,6,2,6,6,6,0,0,39,48,10,36,0,0,0,0,1,1,0,0
"blue","Decision - Unanimous",0,0,34,87,41,87,116,181,53,101,2,3,6,12,0,2,78,624,0,0,22,61,19,47,30,70,24,53,0,0,1,3,0,0,0,161,0,0,8,22,19,37,27,46,26,45,1,1,4,8,0,1,6,245,0,0,4,4,3,3,59,65,3,3,1,2,1,1,0,1,72,218,17,66,33,77,4,8,6,8,13,13,2,2,26,76,20,58,5,8,3,3,3,3,18,26,8,46,15,42,4,5,3,4,10,10,1,1,18,55,9,37,4,6,3,3,0,0,7,7,5,16,15,32,0,3,3,4,3,3,1,1,7,20,10,20,1,2,0,0,0,0,9,17,4,4,3,3,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,3,2,2
"blue","Decision - Unanimous",0,0,65,112,64,116,83,131,108,167,1,2,1,3,0,0,194,290,0,0,7,17,16,22,15,26,34,42,0,1,0,1,0,0,0,228,0,0,19,35,14,26,29,45,21,34,1,1,0,0,0,0,163,0,0,0,39,60,34,68,39,60,53,91,0,0,1,2,0,0,31,62,31,72,37,83,17,23,7,11,17,17,20,22,56,99,45,93,2,2,2,2,7,11,17,21,3,13,9,14,1,1,0,1,3,3,7,7,5,15,8,13,2,2,1,1,0,0,7,8,9,25,6,16,4,4,1,2,6,6,7,8,12,24,11,22,0,0,0,0,7,11,3,4,19,34,22,53,12,18,6,8,8,8,6,7,39,60,26,58,0,0,1,1,0,0,7,9
"blue","Decision - Split",0,0,41,91,41,95,55,106,56,115,5,17,1,3,0,0,246,44,0,0,13,27,8,21,21,35,12,26,0,5,0,1,0,0,69,6,0,0,14,38,17,32,18,42,19,34,0,2,0,0,0,0,51,2,0,0,14,26,16,42,16,29,25,55,5,10,1,2,0,0,126,36,13,59,23,76,10,13,6,7,18,19,12,12,28,76,37,89,6,8,4,6,7,7,0,0,6,20,2,14,2,2,0,1,5,5,6,6,11,25,8,20,2,2,0,1,0,0,0,0,4,24,9,24,5,8,4,4,5,6,4,4,10,33,16,31,4,5,1,1,0,0,0,0,3,15,12,38,3,3,2,2,8,8,2,2,7,18,13,38,0,1,3,4,7,7,0,0
"blue","Decision - Split",0,0,38,69,51,86,70,102,83,122,4,7,1,2,0,0,363,247,0,0,10,10,1,1,35,35,6,6,1,1,0,0,0,0,238,45,0,0,3,3,16,16,7,8,40,44,3,5,0,0,0,0,125,158,0,0,25,56,34,69,28,59,37,72,0,1,1,2,0,0,0,44,31,62,32,60,5,5,12,18,2,2,7,8,25,56,33,68,4,4,15,15,9,9,3,3,10,10,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,9,9,0,0,2,2,15,15,0,0,1,1,1,1,0,0,2,2,2,2,1,1,11,11,0,0,3,3,19,50,17,45,5,5,10,16,1,1,7,8,22,53,30,65,3,3,4,4,0,0,0,0
"blue","Decision - Unanimous",0,0,62,147,125,199,85,171,145,219,0,2,0,2,0,0,0,170,0,0,18,43,30,51,24,49,37,58,0,0,0,1,0,0,0,32,0,0,18,44,48,71,32,59,56,79,0,0,0,0,0,0,0,100,0,0,26,60,47,77,29,63,52,82,0,2,0,1,0,0,0,38,18,91,70,142,38,50,35,35,6,6,20,22,57,140,102,172,5,7,22,26,0,0,1,1,4,25,12,31,13,17,13,13,1,1,5,7,14,38,24,45,4,5,6,6,0,0,0,0,4,27,30,53,12,15,12,12,2,2,6,6,17,43,36,56,1,1,12,15,0,0,0,0,10,39,28,58,13,18,10,10,3,3,9,9,26,59,42,71,0,1,4,5,0,0,1,1
"red","Decision - Unanimous",0,0,32,96,18,68,113,190,46,99,3,6,0,0,0,0,379,0,0,0,19,42,6,28,27,56,13,35,1,2,0,0,0,0,114,0,0,0,8,37,10,31,43,73,23,46,1,3,0,0,0,0,80,0,0,0,5,17,2,9,43,61,10,18,1,1,0,0,0,0,185,0,18,76,17,65,6,8,1,2,8,12,0,1,24,86,16,65,0,0,2,3,8,10,0,0,10,30,5,25,5,7,1,2,4,5,0,1,11,32,6,27,0,0,0,1,8,10,0,0,5,32,10,31,1,1,0,0,2,4,0,0,8,37,8,29,0,0,2,2,0,0,0,0,3,14,2,9,0,0,0,0,2,3,0,0,5,17,2,9,0,0,0,0,0,0,0,0
"red","Decision - Unanimous",0,0,73,153,27,69,177,261,35,77,3,7,0,1,0,0,424,3,0,0,26,63,7,21,30,67,7,21,0,1,0,0,0,0,36,0,0,0,29,56,11,27,59,86,19,35,1,4,0,1,0,0,177,3,0,0,18,34,9,21,88,108,9,21,2,2,0,0,0,0,211,0,26,97,17,56,27,32,9,11,20,24,1,2,55,134,23,63,14,15,4,6,4,4,0,0,6,38,6,20,10,12,1,1,10,13,0,0,23,60,6,20,3,3,1,1,0,0,0,0,13,38,7,22,14,16,4,5,2,2,0,0,16,42,8,22,11,12,3,5,2,2,0,0,7,21,4,14,3,4,4,5,8,9,1,2,16,32,9,21,0,0,0,0,2,2,0,0
"blue","Decision - Unanimous",0,1,18,92,55,95,43,124,118,164,0,4,5,5,0,0,182,483,0,0,6,24,18,30,19,38,35,50,0,1,2,2,0,0,77,170,0,0,4,12,9,17,14,28,34,43,0,2,2,2,0,0,90,169,0,1,8,56,28,48,10,58,49,71,0,1,1,1,0,0,15,144,13,85,38,75,2,3,8,11,3,4,9,9,16,90,40,72,2,2,8,9,0,0,7,14,3,20,10,21,1,1,7,8,2,3,1,1,5,23,9,20,1,1,8,9,0,0,1,1,4,12,6,12,0,0,0,2,0,0,3,3,3,11,7,13,1,1,0,0,0,0,2,4,6,53,22,42,1,2,1,1,1,1,5,5,8,56,24,39,0,0,0,0,0,0,4,9
"blue","Decision - Unanimous",0,0,28,53,14,40,59,90,84,142,0,1,4,15,1,0,115,561,0,0,10,24,11,28,16,32,43,65,0,0,2,8,1,0,21,121,0,0,1,4,1,3,5,10,34,60,0,1,1,1,0,0,5,280,0,0,17,25,2,9,38,48,7,17,0,0,1,6,0,0,89,160,22,45,12,37,3,5,1,1,3,3,1,2,13,37,8,26,4,5,3,5,11,11,3,9,6,19,10,26,2,3,0,0,2,2,1,2,9,23,7,21,1,1,2,3,0,0,2,4,0,2,1,3,0,1,0,0,1,1,0,0,1,4,0,1,0,0,1,2,0,0,0,0,16,24,1,8,1,1,1,1,0,0,0,0,3,10,1,4,3,4,0,0,11,11,1,5
"red","Decision - Unanimous",1,0,64,101,23,52,92,138,84,130,8,12,1,6,0,0,528,118,1,0,47,73,11,19,53,79,18,29,3,4,1,2,0,0,128,53,0,0,11,19,3,13,24,38,23,39,2,3,0,0,0,0,204,1,0,0,6,9,9,20,15,21,43,62,3,5,0,4,0,0,196,64,59,95,10,32,4,5,3,7,1,1,10,13,7,21,12,32,11,16,8,13,46,64,3,7,42,67,4,9,4,5,0,1,1,1,7,9,5,13,8,14,9,12,3,5,33,48,0,0,11,19,0,9,0,0,2,3,0,0,1,1,2,6,3,12,2,3,0,1,7,10,0,0,6,9,6,14,0,0,1,3,0,0,2,3,0,2,1,6,0,1,5,7,6,6,3,7
"red","Decision - Unanimous",2,0,87,194,36,108,116,233,47,123,0,1,0,4,0,0,266,29,0,0,17,50,12,26,44,83,17,33,0,1,0,2,0,0,124,29,1,0,35,72,12,41,36,75,15,45,0,0,0,1,0,0,21,0,1,0,35,72,12,41,36,75,15,45,0,0,0,1,0,0,121,0,27,106,18,84,53,73,12,16,7,15,6,8,64,157,31,101,15,23,5,7,8,14,0,0,7,34,2,12,9,13,6,10,1,3,4,4,14,43,9,21,3,5,3,5,0,2,0,0,10,36,8,36,22,30,3,3,3,6,1,2,25,57,11,40,6,9,1,1,4,6,0,0,10,36,8,36,22,30,3,3,3,6,1,2,25,57,11,40,6,9,1,1,4,6,0,0
