"winner","kd_rnd_1","sig_str_rnd_1","sig_str_attempt_rnd_1","tot_str_rnd_1","tot_str_attempt_rnd_1","td_rnd_1","td_attempt_rnd_1","sub_attempt_rnd_1","ctrl_time_rnd_1","kd_rnd_2","sig_str_rnd_2","sig_str_attempt_rnd_2","tot_str_rnd_2","tot_str_attempt_rnd_2","td_rnd_2","td_attempt_rnd_2","sub_attempt_rnd_2","ctrl_time_rnd_2","kd_rnd_3","sig_str_rnd_3","sig_str_attempt_rnd_3","tot_str_rnd_3","tot_str_attempt_rnd_3","td_rnd_3","td_attempt_rnd_3","sub_attempt_rnd_3","ctrl_time_rnd_3","sig_str_head_rnd_1","sig_str_head_attempt_rnd_1","sig_str_body_rnd_1","sig_str_body_attempt_rnd_1","sig_str_leg_rnd_1","sig_str_leg_attempt_rnd_1","sig_str_dist_rnd_1","sig_str_dist_attempt_rnd_1","sig_str_clinch_rnd_1","sig_str_clinch_attempt_rnd_1","sig_str_gnd_rnd_1","sig_str_gnd_attempt_rnd_1","sig_str_head_rnd_2","sig_str_head_attempt_rnd_2","sig_str_body_rnd_2","sig_str_body_attempt_rnd_2","sig_str_leg_rnd_2","sig_str_leg_attempt_rnd_2","sig_str_dist_rnd_2","sig_str_dist_attempt_rnd_2","sig_str_clinch_rnd_2","sig_str_clinch_attempt_rnd_2","sig_str_gnd_rnd_2","sig_str_gnd_attempt_rnd_2","sig_str_head_rnd_3","sig_str_head_attempt_rnd_3","sig_str_body_rnd_3","sig_str_body_attempt_rnd_3","sig_str_leg_rnd_3","sig_str_leg_attempt_rnd_3","sig_str_dist_rnd_3","sig_str_dist_attempt_rnd_3","sig_str_clinch_rnd_3","sig_str_clinch_attempt_rnd_3","sig_str_gnd_rnd_3","sig_str_gnd_attempt_rnd_3"
"red",0,5,4,18,19,1,-2,-1,76,2,5,6,7,10,2,2,-1,247,2,7,9,27,28,0,-2,0,200,3,4,3,1,-1,-1,0,-4,3,4,2,4,4,8,1,-2,0,0,3,0,2,3,0,3,8,14,-1,-5,0,0,2,-1,0,0,5,10
"red",0,28,32,56,68,1,0,0,175,0,31,43,53,73,1,1,0,217,0,20,22,44,57,1,1,0,191,19,25,5,3,4,4,7,6,6,4,15,22,32,43,2,3,-3,-3,8,13,0,0,23,30,21,27,0,-2,-1,-3,-2,-8,3,3,19,27
"blue",0,-1,-12,-2,-14,0,1,0,12,0,-4,-6,-4,-6,1,1,0,11,0,13,15,16,19,2,5,1,94,1,-12,-3,-1,1,1,-1,-13,0,1,0,0,-5,-10,-1,-2,2,6,-4,-5,0,-1,0,0,13,13,-1,1,1,1,5,2,1,3,7,10
"red",0,4,1,5,2,0,0,0,5,0,-2,2,-2,2,0,0,0,0,0,2,5,2,5,-1,-2,0,22,13,13,-9,-11,0,-1,6,4,-2,-3,0,0,15,20,-13,-14,-4,-4,-1,7,-1,-5,0,0,14,17,-11,-11,-1,-1,2,6,0,-1,0,0
"red",0,-3,-24,-12,-34,1,0,0,-123,0,9,-23,9,-23,1,1,0,15,0,-1,-42,-1,-42,0,0,0,0,2,-18,-3,-3,-2,-3,4,-13,-5,-9,-2,-2,16,-13,-1,-4,-6,-6,9,-23,0,0,0,0,5,-36,-4,-4,-2,-2,-1,-43,0,1,0,0
"red",0,14,8,10,2,1,2,1,167,0,26,24,28,27,1,1,0,-10,0,33,31,33,31,0,1,0,25,9,2,0,0,5,6,10,2,1,2,3,4,15,11,2,3,9,10,26,24,0,0,0,0,22,18,3,4,8,9,28,23,5,8,0,0
"blue",0,-5,-22,-7,-24,2,3,0,25,0,-6,-14,-6,-14,0,1,0,-1,0,-22,-36,-28,-42,0,1,0,-23,-2,-16,0,-3,-3,-3,-4,-21,-1,-1,0,0,0,-1,-4,-10,-2,-3,-10,-17,4,3,0,0,-18,-31,1,-1,-5,-4,-15,-27,-7,-9,0,0
"blue",0,-3,4,10,20,1,1,0,119,0,-28,-33,-37,-44,1,2,0,-8,0,-33,-21,-36,-24,1,4,0,58,-1,5,4,5,-6,-6,-4,1,0,0,1,3,-16,-24,-2,1,-10,-10,-22,-26,0,0,-6,-7,-31,-22,3,7,-5,-6,-32,-20,0,0,-1,-1
"blue",0,-5,4,25,35,-2,-5,0,-52,0,2,0,8,6,0,-2,0,-46,0,2,-1,6,2,0,-2,0,38,4,12,-5,-4,-4,-4,-5,4,0,0,0,0,5,5,0,-2,-3,-3,-3,-5,5,5,0,0,10,11,-5,-8,-3,-4,3,0,-1,-1,0,0
"red",0,0,-2,-3,-5,1,0,0,198,0,8,-25,10,-23,0,-1,0,-58,0,15,-1,27,8,0,-2,0,6,5,4,-3,-4,-2,-2,-5,-14,-3,-3,8,15,10,-19,0,-3,-2,-3,8,-24,0,-1,0,0,19,7,-2,-6,-2,-2,8,-7,-6,-11,13,17
"red",0,-8,-5,-7,-3,1,2,0,-14,0,1,11,1,11,0,0,0,0,0,20,42,26,50,1,1,0,53,3,9,2,-1,-13,-13,-6,-2,0,0,-2,-3,0,7,7,9,-6,-5,1,11,0,0,0,0,11,25,9,17,0,0,13,33,3,3,4,6
"blue",0,-17,-2,-20,-6,0,0,0,-40,0,-5,14,-5,12,0,-1,0,-7,0,-4,8,-4,8,0,0,0,-7,-10,5,-12,-12,5,5,-5,12,-12,-14,0,0,-14,6,0,-1,9,9,-7,11,2,3,0,0,-16,-9,0,5,12,12,-4,8,0,0,0,0
"red",0,-8,-3,0,9,1,1,0,117,0,6,3,6,4,0,3,0,5,0,34,29,32,28,0,4,0,17,-6,-3,0,0,-2,0,-10,-5,1,1,1,1,21,19,-5,-6,-10,-10,5,2,1,1,0,0,32,28,7,6,-5,-5,31,26,3,3,0,0
"red",0,-1,-3,3,0,0,1,0,3,0,8,11,10,12,-2,-1,0,-43,0,8,0,17,4,-2,-3,0,55,-5,-4,-3,-7,7,8,-2,-4,1,1,0,0,1,8,3,-1,4,4,8,10,0,1,0,0,3,-6,-1,0,6,6,2,-6,5,4,1,2
"red",0,-10,-10,-10,-10,0,0,0,0,0,4,20,4,20,0,-1,0,12,1,2,11,-1,10,0,-4,0,60,0,1,-5,-5,-5,-6,-10,-10,0,0,0,0,8,21,0,2,-4,-3,6,20,-2,0,0,0,3,10,2,4,-3,-3,2,11,0,0,0,0
"red",0,13,17,33,40,1,1,0,290,0,2,2,26,23,1,1,2,99,0,10,10,60,57,1,1,0,291,11,15,1,1,1,1,0,-1,0,0,13,18,2,3,0,0,0,-1,-1,-4,0,0,3,6,9,9,0,0,1,1,0,-1,0,-1,10,12
"red",0,-3,-16,-3,-16,0,0,0,-1,0,9,24,9,24,0,0,0,0,0,33,36,33,36,0,0,0,-9,2,-14,10,16,-15,-18,-2,-15,-1,-1,0,0,16,27,8,14,-15,-17,10,25,-1,-1,0,0,21,24,11,11,1,1,35,38,-2,-2,0,0
"red",0,18,38,26,46,-1,-2,0,-55,0,21,35,24,39,-1,-2,0,-43,0,9,37,17,46,1,3,0,-2,3,19,10,12,5,7,20,40,-2,-1,0,-1,13,30,1,-1,7,6,19,35,3,0,-1,0,0,27,1,0,8,10,15,39,-7,-3,1,1
"red",0,12,11,12,11,0,0,0,5,0,6,18,6,17,0,-1,0,-6,0,20,38,18,36,-1,-1,0,-5,10,14,-4,-7,6,4,10,10,2,1,0,0,2,15,5,5,-1,-2,6,18,0,0,0,0,9,28,13,15,-2,-5,17,33,3,5,0,0
"blue",0,7,-14,7,-14,0,0,0,0,0,9,12,9,12,0,1,0,-8,0,23,42,23,42,0,1,0,0,6,-2,-1,-7,2,-5,9,-12,-2,-2,0,0,10,14,4,5,-5,-7,11,16,-2,-4,0,0,30,53,5,3,-12,-14,22,41,1,1,0,0
"red",0,13,5,16,8,0,1,0,14,0,1,8,3,10,-2,-2,0,-58,0,7,32,5,30,0,0,0,10,2,-8,11,14,0,-1,11,3,2,2,0,0,-2,2,7,9,-4,-3,2,7,0,1,-1,0,1,18,6,14,0,0,7,30,0,2,0,0
"red",0,7,-3,7,-3,0,0,0,0,0,26,7,26,7,0,0,0,4,0,19,10,19,10,1,1,0,43,2,-8,0,0,5,5,7,-3,0,0,0,0,24,6,-3,-4,5,5,16,-6,10,13,0,0,18,9,-2,-2,3,3,9,-3,0,1,10,12
"blue",0,-5,3,21,29,-2,-3,0,-150,-1,1,5,11,15,-2,-5,-1,-48,0,19,22,26,29,-4,-9,0,-93,-3,4,-2,-1,0,0,1,10,-2,-2,-4,-5,3,7,-2,-2,0,0,1,6,0,0,0,-1,23,28,-4,-6,0,0,13,16,0,-2,6,8
"red",0,4,8,19,22,-2,-3,0,-86,0,12,20,21,28,-1,-5,-1,-111,0,12,16,46,52,-2,-3,0,-186,-6,-4,10,10,0,2,1,11,5,1,-2,-4,2,11,8,8,2,1,9,17,3,3,0,0,6,11,6,6,0,-1,8,11,5,6,-1,-1
"blue",0,-5,12,-5,12,1,0,0,6,0,-7,8,-7,8,0,1,0,-6,0,5,13,-15,-12,0,1,0,-178,-1,11,0,3,-4,-2,-5,12,0,0,0,0,6,22,-4,-4,-9,-10,-7,9,0,-1,0,0,11,20,-4,-5,-2,-2,-2,2,4,8,3,3
"red",0,0,-13,-4,-17,0,1,0,-39,0,-3,-23,-3,-23,0,-4,0,0,0,0,-15,0,-15,0,-4,0,0,-5,-16,3,2,2,1,-3,-16,2,2,1,1,-7,-24,1,1,3,0,-5,-26,2,3,0,0,-1,-19,-4,-3,5,7,-5,-18,5,3,0,0
"blue",1,-12,-11,-6,-5,0,-2,-1,29,0,-16,-7,-14,-5,0,-1,0,-35,0,-13,4,-6,15,0,0,0,40,2,4,-6,-6,-8,-9,-15,-14,0,0,3,3,-9,4,-3,-6,-4,-5,-14,-3,-1,-1,-1,-3,-11,2,-1,3,-1,-1,-12,5,-1,-1,0,0
"blue",1,32,38,42,48,0,0,0,-22,0,-10,-19,-8,-15,2,0,0,72,0,1,-4,-11,-25,0,3,0,-80,32,36,-2,-1,2,3,10,13,2,2,20,23,-8,-15,-3,-5,1,1,-6,-12,-4,-7,0,0,1,-2,-2,-4,2,2,-2,-8,3,4,0,0
"blue",0,11,28,11,28,0,0,0,0,0,2,9,13,30,1,0,0,27,0,-2,-5,20,16,-1,-5,0,-92,0,14,4,6,7,8,11,28,0,0,0,0,-5,0,4,4,3,5,4,14,-2,-5,0,0,-4,-6,0,-1,2,2,2,0,-4,-5,0,0
"blue",0,0,-5,0,-5,0,0,0,21,0,-17,-33,-17,-33,0,-1,0,0,0,-11,-24,-11,-24,0,0,0,0,4,0,1,1,-5,-6,1,-3,-1,-2,0,0,-4,-17,-13,-16,0,0,-13,-28,-4,-5,0,0,-1,-18,-8,-6,-2,0,-10,-23,-1,-1,0,0
"red",1,22,32,25,34,-1,-2,0,-128,0,0,1,-1,0,0,-2,0,-72,0,3,-4,-5,-10,-1,-2,0,-113,11,21,4,5,7,6,16,25,6,5,0,2,2,0,-7,-6,5,7,6,7,-6,-6,0,0,-1,-6,0,-2,4,4,21,13,-4,0,-14,-17
"blue",0,-5,1,2,6,-1,-2,0,-178,0,-5,2,-14,-9,-3,-7,0,-173,0,-7,17,-21,2,-2,-6,0,-163,-6,-4,-1,1,2,4,0,8,0,0,-5,-7,-13,-11,3,8,5,5,1,9,-1,-1,-5,-6,-17,3,8,11,2,3,-4,19,-2,-1,-1,-1
"blue",0,-9,-12,-18,-21,-1,-4,0,58,0,-2,-21,-6,-25,-1,-6,0,-32,0,-7,-6,-24,-29,2,1,0,-132,-7,-10,0,0,-2,-2,-2,-2,-1,-1,-6,-9,-11,-33,5,8,4,4,-1,-19,0,-1,-1,-1,-6,-5,0,0,-1,-1,-1,-1,0,0,-6,-5
"red",0,5,8,11,17,1,2,0,210,0,1,-11,8,-9,1,2,0,32,0,4,-7,23,20,1,2,0,191,4,6,2,3,-1,-1,0,3,0,0,5,5,-3,-12,-2,-5,6,6,1,-11,0,0,0,0,2,-9,0,0,2,2,-4,-15,0,0,8,8
"blue",-1,-21,-19,-21,-19,0,0,0,-14,0,-1,20,-2,19,0,2,0,-2,0,-8,4,-6,6,-1,1,0,-55,-15,-14,6,10,-12,-15,-11,-3,0,0,-10,-16,-1,17,5,7,-5,-4,0,20,-1,0,0,0,-8,2,0,2,0,0,-9,3,1,1,0,0
"blue",0,-17,-9,-11,1,-2,-1,0,15,0,-13,-12,-9,-11,-1,0,-1,-82,0,14,47,25,59,0,-3,0,32,-7,-5,-12,-9,2,5,-9,-4,-7,-5,-1,0,-15,-17,-6,-5,8,10,-2,7,-2,-2,-9,-17,10,46,-2,-5,6,6,12,44,0,1,2,2
"red",0,0,-6,1,-5,-1,-2,0,-19,0,2,-4,0,-6,-1,-1,0,-21,0,-4,-1,-3,-1,0,0,0,-12,-3,-6,-4,-6,7,6,1,-7,1,3,-2,-2,11,4,1,2,-10,-10,-4,-11,6,7,0,0,7,10,-5,-5,-6,-6,-7,-5,3,4,0,0
"blue",0,-11,4,-11,4,1,4,0,63,0,-7,18,-8,17,1,3,0,37,-1,-18,-6,-19,-8,0,2,0,-7,-7,10,-1,-2,-3,-4,-9,6,-2,-2,0,0,1,26,0,1,-8,-9,-6,15,-1,3,0,0,-5,12,-6,-9,-7,-9,-17,-5,0,0,-1,-1
"blue",0,-6,-21,-6,-21,0,-1,0,-12,2,7,1,19,14,0,-2,0,66,0,-9,-39,-9,-39,0,-3,0,-13,-1,-13,-3,-6,-2,-2,-4,-19,-2,-2,0,0,16,14,-6,-8,-3,-5,-7,-15,-1,-2,15,18,-3,-28,-1,-4,-5,-7,-9,-39,0,0,0,0
"red",0,4,6,17,19,1,0,0,178,0,5,-11,7,-9,0,-2,0,88,0,-10,-18,-14,-22,0,2,0,126,-2,0,6,6,0,0,3,9,-1,-5,2,2,-5,-19,10,7,0,1,-2,-17,5,4,2,2,-10,-19,0,1,0,0,-4,-10,-6,-8,0,0
"red",0,16,78,17,80,1,1,0,22,0,-3,3,47,61,-1,-1,1,5,0,-6,9,-1,16,0,0,-1,17,9,67,2,6,5,5,15,75,0,0,1,3,-4,1,-1,0,2,2,-3,3,-1,-1,1,1,-4,9,-2,0,0,0,-7,6,-1,-1,2,4
"blue",0,-1,12,0,13,-1,-1,0,-43,0,-11,-14,-11,-14,-1,-2,0,-7,0,-6,-16,-5,-13,2,2,2,155,-3,7,5,8,-3,-3,-1,13,0,-1,0,0,-22,-33,10,18,1,1,-8,-5,-3,-9,0,0,-8,-19,3,4,-1,-1,-14,-24,1,0,7,8
"blue",0,2,6,3,7,1,2,0,97,0,-10,-10,-21,-22,0,0,1,-123,0,-4,-11,4,-4,0,0,0,-54,-10,-6,6,6,6,6,1,4,0,1,1,1,-14,-16,2,4,2,2,-5,-6,0,0,-5,-4,-10,-18,2,3,4,4,1,0,0,-3,-5,-8
"red",0,-11,-32,-10,-31,1,1,0,27,0,12,10,8,6,-1,-1,0,-54,0,21,16,19,17,1,0,3,228,-1,-21,-10,-11,0,0,-13,-34,2,2,0,0,6,7,3,0,3,3,-4,-9,11,11,5,8,18,13,3,3,0,0,3,-4,4,3,14,17
"blue",0,10,-12,12,-10,-1,-2,0,-46,0,14,-5,8,-10,0,-2,0,-151,0,7,-28,-1,-38,0,1,0,-95,0,-23,9,10,1,1,9,-10,1,-2,0,0,0,-18,13,12,1,1,8,-13,6,8,0,0,3,-31,5,4,-1,-1,10,-24,-3,-4,0,0
"red",0,8,51,24,69,0,0,0,81,0,6,39,9,42,0,0,0,28,0,13,29,13,29,0,0,0,2,1,38,-1,3,8,10,7,49,1,2,0,0,-2,27,3,6,5,6,5,39,1,0,0,0,3,14,7,11,3,4,13,29,0,0,0,0
"red",0,3,13,-49,-37,0,0,0,-152,0,19,26,-45,-45,1,6,-1,74,0,-7,7,-51,-41,0,1,0,82,-9,1,8,8,4,4,7,19,-4,-6,0,0,12,15,5,8,2,3,5,5,14,21,0,0,-8,4,1,3,0,0,-2,12,-5,-5,0,0
"blue",0,-3,-16,-6,-20,1,11,0,150,0,-12,-28,-27,-44,0,4,0,46,0,-9,-30,-36,-58,0,6,0,58,-3,-16,0,0,0,0,-3,-15,0,-1,0,0,-7,-22,-1,-2,-4,-4,-11,-26,-1,-2,0,0,-7,-28,-2,-2,0,0,-9,-30,0,0,0,0
"blue",0,4,23,9,28,-1,-4,0,-37,0,-6,14,-15,5,-2,-3,0,-58,0,-14,-6,-29,-21,-1,1,0,10,3,25,1,-2,0,0,1,19,0,0,3,4,-6,16,3,1,-3,-3,-6,14,-1,-1,1,1,-11,3,-1,-7,-2,-2,-6,3,-2,-2,-6,-7
"red",0,-4,-3,3,3,-1,-2,0,-41,0,-7,-8,3,4,0,3,0,166,0,22,27,43,48,-1,-1,0,239,2,4,-1,1,-5,-8,-5,-6,-1,1,2,2,1,0,1,1,-9,-9,-5,-5,-2,-3,0,0,25,29,0,1,-3,-3,-3,-5,9,11,16,21
"red",0,-26,-40,-24,-37,0,1,0,39,0,7,5,17,19,1,2,0,255,0,-24,-45,-25,-46,0,3,0,-6,3,1,-12,-16,-17,-25,-17,-33,-9,-7,0,0,10,11,1,-1,-4,-5,-7,-9,0,0,14,14,-9,-18,-5,-7,-10,-20,-20,-40,-4,-5,0,0
"red",0,4,-5,54,42,4,6,1,216,0,13,11,78,87,3,3,1,263,0,-14,-8,1,8,2,3,0,40,4,-2,0,-2,0,-1,2,-8,0,0,2,3,14,13,0,0,-1,-2,-1,-3,0,0,14,14,-7,2,-4,-8,-3,-2,-17,-15,3,6,0,1
"red",0,7,-2,-1,-11,0,0,0,5,0,-7,1,-13,-6,-1,-1,0,-4,0,-8,-1,-9,-2,0,0,0,-2,8,-5,8,12,-9,-9,6,-3,1,1,0,0,-3,0,4,9,-8,-8,-3,7,-4,-3,0,-3,-1,4,0,2,-7,-7,-6,3,-2,-4,0,0
"blue",0,-11,-8,-17,-14,1,3,2,12,0,-3,-3,-1,0,1,3,-1,-169,0,-4,4,14,22,0,1,-1,-145,-10,-7,0,0,-1,-1,3,4,-1,-1,-13,-11,-4,-3,1,0,0,0,8,8,-2,-2,-9,-9,-3,5,0,0,-1,-1,-2,6,-2,-2,0,0
"red",0,7,16,7,16,0,-1,0,0,0,8,29,8,29,0,-4,0,-8,0,-10,-19,-22,-36,-1,-1,0,-181,6,18,-1,-2,2,0,7,16,0,0,0,0,8,31,-1,-3,1,1,8,28,0,1,0,0,-9,-16,-1,-3,0,0,-4,-9,-1,-1,-5,-9
"red",0,-17,-49,-17,-49,0,0,0,0,0,-6,-20,-6,-20,0,0,0,0,0,-13,-20,-13,-20,0,-1,0,2,-10,-43,6,7,-13,-13,-17,-48,0,-1,0,0,-8,-21,3,3,-1,-2,-5,-19,-1,-1,0,0,-4,-12,-4,-3,-5,-5,-13,-20,0,0,0,0
"red",0,1,3,15,18,2,1,0,260,0,2,1,5,3,2,2,0,200,0,2,-3,7,5,-2,1,0,67,2,3,-1,0,0,0,-3,-6,4,9,0,0,2,0,0,2,0,-1,0,-4,2,5,0,0,2,-4,-1,0,1,1,1,-6,2,5,-1,-2
"red",0,-24,-21,-24,-21,0,0,0,0,0,20,41,20,41,0,2,0,0,0,21,1,22,2,0,0,0,0,1,4,-6,-7,-19,-18,-24,-21,0,0,0,0,31,61,-3,-8,-8,-12,20,41,0,0,0,0,30,14,-3,-6,-6,-7,21,1,0,0,0,0
"blue",0,-10,-10,-10,-10,-1,0,0,32,0,-10,-7,-7,-2,-2,-1,0,-47,0,-14,-13,-10,-8,0,0,0,16,-6,-6,-3,-3,-1,-1,-10,-9,0,-1,0,0,-10,-6,-1,-1,1,0,-9,-9,-1,2,0,0,-10,-5,-5,-7,1,-1,-17,-12,3,-1,0,0
"blue",0,7,16,8,19,-1,-1,0,-103,0,28,50,29,52,0,-1,0,1,0,0,1,-4,-16,-1,-1,0,-254,5,14,2,2,0,0,5,12,2,4,0,0,20,39,7,11,1,0,13,28,2,5,13,17,-1,-2,0,2,1,1,0,1,0,0,0,0
"blue",-1,-13,-10,-14,-10,0,0,0,-28,0,0,9,-1,11,0,-1,0,-6,0,-10,11,-5,18,-2,-1,0,-53,-4,-5,-6,-2,-3,-3,-6,-1,2,5,-9,-14,1,6,0,4,-1,-1,-2,7,2,2,0,0,-4,16,-4,-3,-2,-2,-6,15,0,1,-4,-5
"blue",0,-5,-7,-13,-15,2,5,0,100,0,-7,-7,-38,-42,1,1,-3,171,0,4,0,-24,-30,2,3,0,45,0,-3,0,1,-5,-5,-5,-7,0,0,0,0,3,7,-5,-6,-5,-8,-9,-11,0,0,2,4,3,2,0,-3,1,1,2,-2,0,0,2,2
"red",0,-6,7,8,25,-1,-6,0,-92,0,0,12,5,19,-1,-3,1,-96,0,4,8,36,48,0,-8,1,-130,-2,7,-1,2,-3,-2,-6,7,0,0,0,0,-1,9,0,0,1,3,0,12,0,0,0,0,8,10,-2,-1,-2,-1,-1,3,5,5,0,0
"red",0,-9,-7,-27,-36,0,-4,0,-23,0,-3,-6,-12,-12,0,-1,0,221,0,11,12,-60,-65,2,2,0,277,0,1,-2,-3,-7,-5,-9,-6,0,-1,0,0,0,-3,0,-1,-3,-2,-4,-7,-2,-2,3,3,2,2,9,10,0,0,1,-2,0,0,10,14
"blue",0,-16,-26,-16,-26,0,0,0,0,0,-21,-43,-34,-56,0,0,0,-17,0,-10,-32,-17,-40,0,0,0,4,-5,-13,-3,-4,-8,-9,-13,-21,-3,-5,0,0,-12,-33,-5,-6,-4,-4,-15,-34,-6,-9,0,0,-12,-33,6,5,-4,-4,-6,-28,-4,-4,0,0
"blue",0,-10,-9,-7,-6,0,0,0,15,0,-15,-9,-18,-12,0,0,0,33,0,4,-3,7,2,-1,-3,0,49,-4,-10,-1,5,-5,-4,-10,-9,0,0,0,0,-11,-10,-1,1,-3,0,-14,-8,-1,-1,0,0,2,-4,2,1,0,0,3,-4,1,1,0,0
"red",0,0,-14,-2,-16,4,3,0,62,0,-12,-31,-17,-38,2,4,1,56,0,-11,-23,-14,-27,2,5,0,47,2,-6,-2,-7,0,-1,-1,-11,2,-1,-1,-2,-3,-18,-3,-7,-6,-6,-14,-33,2,2,0,0,-4,-15,-4,-6,-3,-2,-11,-24,0,1,0,0
"red",0,-8,-25,-8,-25,0,1,0,3,0,-4,-4,12,16,2,2,-1,63,0,27,37,95,107,1,3,0,254,-14,-36,-2,-1,8,12,-8,-25,0,0,0,0,-4,-4,0,0,0,0,2,6,-3,-4,-3,-6,28,38,-1,-1,0,0,-4,-2,0,0,31,39
"red",0,4,6,16,17,1,-4,0,-18,0,13,14,21,23,-1,-2,1,193,0,-1,-2,-8,-9,2,1,0,200,2,3,2,3,0,0,4,7,0,-1,0,0,12,14,0,-1,1,1,4,3,0,1,9,10,0,0,-2,-3,1,1,-4,-4,0,-1,3,3
"red",0,5,-4,12,4,-1,-6,0,-220,0,16,23,29,36,0,-2,0,-52,0,15,22,23,29,-1,-5,1,-90,2,-4,-2,-3,5,3,8,1,-3,-5,0,0,8,12,1,1,7,10,16,24,0,-1,0,0,11,19,-1,-1,5,4,15,23,0,-1,0,0
"blue",1,-15,-16,-64,-72,0,0,1,-284,0,-12,-40,-38,-68,-1,0,0,-70,0,1,-7,-3,-11,-1,-2,0,-90,-2,-3,-7,-8,-6,-5,2,2,0,0,-17,-18,-7,-28,-4,-10,-1,-2,-11,-39,0,0,-1,-1,-1,-10,1,1,1,2,0,-8,2,2,-1,-1
"blue",0,-3,-10,-19,-42,-1,-2,0,-220,0,-4,-10,-15,-25,-1,-2,0,-239,0,-1,-1,-5,-16,-1,-2,0,-271,0,-7,0,0,-3,-3,-7,-14,0,0,4,4,-4,-10,1,1,-1,-1,0,-3,0,0,-4,-7,-2,-2,1,1,0,0,-2,-4,0,0,1,3
"blue",0,2,13,2,13,0,0,0,0,0,8,13,8,13,0,0,0,0,0,-17,-15,14,15,-1,-1,0,-138,-2,8,5,6,-1,-1,1,11,1,2,0,0,1,8,8,8,-1,-3,4,11,4,2,0,0,-18,-15,4,3,-3,-3,-5,-4,0,1,-12,-12
"red",0,5,35,7,37,0,-1,0,-55,0,13,28,-21,-8,-1,-1,-1,-125,0,20,33,20,33,0,-1,0,-3,4,29,0,4,1,2,4,34,1,1,0,0,5,17,7,10,1,1,12,27,1,1,0,0,18,28,0,3,2,2,20,33,0,0,0,0
"red",0,13,28,12,27,-2,-9,0,-94,0,30,54,30,54,0,-5,0,-18,0,5,23,7,27,0,-5,0,-22,6,19,5,7,2,2,10,25,3,3,0,0,12,34,11,12,7,8,29,53,1,1,0,0,3,21,-2,-2,4,4,6,24,-1,-1,0,0
"blue",0,-8,-12,7,4,-1,-1,0,-79,0,-6,-9,2,-1,-1,0,0,15,0,-4,-12,9,1,-1,-1,0,-69,-7,-9,3,1,-4,-4,-5,-9,-1,-1,-2,-2,-5,-12,4,7,-5,-4,-9,-12,3,3,0,0,-2,-12,3,5,-5,-5,-5,-11,2,1,-1,-2
"red",0,-2,5,15,25,0,2,0,-123,0,0,25,7,34,0,2,0,-7,0,22,71,30,79,1,4,0,3,-8,-3,3,5,3,3,-5,4,0,-2,3,3,-3,18,3,6,0,1,2,30,-1,-3,-1,-2,15,62,7,9,0,0,18,65,4,6,0,0
"blue",0,-2,-8,-35,-63,-1,-1,0,-269,0,-8,-12,-29,-47,-1,-1,0,-290,0,1,2,-42,-46,-1,-2,0,-287,0,-6,-2,-2,0,0,1,-5,-1,-1,-2,-2,-8,-12,0,0,0,0,0,1,0,0,-8,-13,0,1,1,1,0,0,1,2,0,0,0,0
"red",0,11,1,14,2,1,0,1,-143,0,7,-6,18,5,0,-4,0,-42,0,20,24,73,90,1,1,0,266,8,0,3,1,0,0,2,-7,9,9,0,-1,-2,-14,10,10,-1,-2,0,-13,7,7,0,0,16,21,4,3,0,0,5,-1,0,0,15,25
"blue",0,3,1,-1,-3,1,1,0,61,0,1,-3,-13,-18,1,3,0,68,0,-15,-16,-27,-31,2,3,-1,79,0,-1,4,3,-1,-1,2,0,1,1,0,0,2,2,1,-3,-2,-2,3,-1,-2,-2,0,0,-13,-16,-1,1,-1,-1,-15,-16,0,0,0,0
"red",0,0,0,-2,-2,0,0,0,0,0,-5,-8,-8,-13,-1,0,1,0,0,18,17,25,26,2,3,1,195,15,23,-11,-13,-4,-10,3,4,-3,-4,0,0,4,4,-7,-9,-2,-3,-4,-6,-1,-2,0,0,22,24,-3,-6,-1,-1,-2,-8,0,0,20,25
"blue",0,15,12,34,40,8,11,0,190,0,-21,-11,-22,-12,1,7,0,42,0,-7,3,-1,9,-1,-2,0,-57,16,13,0,0,-1,-1,-5,-9,1,0,19,21,-14,-6,-1,1,-6,-6,-23,-12,2,1,0,0,-7,2,-2,-1,2,2,-8,2,2,2,-1,-1
"red",0,12,-11,12,-11,0,-1,0,0,0,12,-16,12,-16,0,0,0,0,0,23,13,23,13,0,0,0,0,12,-8,1,-2,-1,-1,12,-11,0,0,0,0,6,-19,3,-2,3,5,12,-16,0,0,0,0,11,-6,6,9,6,10,23,13,0,0,0,0
"red",0,5,17,12,26,1,1,0,2,0,11,18,55,61,3,3,1,2,0,7,23,38,56,0,3,0,-79,7,23,-2,-5,0,-1,5,16,0,1,0,0,7,11,0,2,4,5,10,17,-2,-2,3,3,8,22,-2,-2,1,3,8,24,0,0,-1,-1
"blue",0,-12,-41,-12,-43,0,-1,0,45,1,2,-20,0,-22,-1,-1,-1,79,0,-11,-22,-13,-23,0,-1,0,178,-6,-29,-5,-11,-1,-1,-15,-42,0,-2,3,3,-1,-23,2,2,1,1,-4,-29,0,0,6,9,-9,-22,-2,0,0,0,-7,-18,-2,-2,-2,-2
